week_start,sku_id,actual,ml_forecast,naive_forecast
2025-11-17,SKU062,44,49.7367542092634,36.0
2025-11-17,SKU063,59,68.53022295809357,52.0
2025-11-17,SKU064,104,105.54025827603772,95.0
2025-11-17,SKU065,21,12.481859064485269,15.0
2025-11-17,SKU066,153,146.1076567370538,155.0
2025-11-17,SKU067,55,80.27638158049234,71.0
2025-11-17,SKU068,69,97.39672647712649,75.0
2025-11-17,SKU069,80,93.64747207597209,67.0
2025-11-17,SKU070,231,218.92709523809523,162.0
2025-11-17,SKU071,93,108.27438736263734,118.0
2025-11-17,SKU072,108,119.42041178266176,93.0
2025-11-17,SKU073,110,104.59213654401154,92.0
2025-11-17,SKU074,90,105.05818654384828,128.0
2025-11-17,SKU075,36,50.92883251249418,43.0
2025-11-17,SKU076,43,50.5044723192457,48.0
2025-11-17,SKU077,117,101.73425060478738,101.0
2025-11-17,SKU078,202,194.01983333333337,195.0
2025-11-17,SKU079,111,99.43331093906097,83.0
2025-11-17,SKU080,25,39.81099587527429,35.0
2025-11-17,SKU081,108,104.57747980859007,117.0
2025-11-17,SKU082,33,35.64833834901482,35.0
2025-11-17,SKU083,116,107.28449342650812,111.0
2025-11-17,SKU084,82,84.69907731204611,57.0
2025-11-17,SKU085,311,309.9734682539683,311.0
2025-11-17,SKU086,118,108.36225828664797,115.0
2025-11-17,SKU087,32,44.86257961172241,41.0
2025-11-17,SKU088,28,25.518057906783742,29.0
2025-11-17,SKU089,73,87.4450966015801,61.0
2025-11-17,SKU090,90,104.86634610798585,80.0
2025-11-17,SKU091,58,53.659540956463545,55.0
2025-11-17,SKU092,64,76.73702322214966,69.0
2025-11-17,SKU093,104,100.15911063364737,91.0
2025-11-17,SKU094,328,337.04799891774894,327.0
2025-11-17,SKU095,606,625.7166428571429,623.0
2025-11-17,SKU096,61,83.7045776862027,93.0
2025-11-17,SKU097,18,38.79084120041841,27.0
2025-11-17,SKU098,300,321.0071457431457,302.0
2025-11-17,SKU099,113,107.01524873737371,104.0
2025-11-17,SKU100,183,219.40746825396826,209.0
2025-11-17,SKU101,46,54.87496526767519,51.0
2025-11-17,SKU102,68,81.67977018583898,64.0
2025-11-17,SKU103,104,105.62528793183941,98.0
2025-11-17,SKU104,50,71.41819862665447,63.0
2025-11-17,SKU105,47,63.2297179116284,41.0
2025-11-17,SKU106,80,100.40627448222597,71.0
2025-11-17,SKU107,45,35.00126445716769,25.0
2025-11-17,SKU108,22,39.54934931730154,29.0
2025-11-17,SKU109,43,50.17846010372857,37.0
2025-11-17,SKU110,37,41.374501753596036,42.0
2025-11-17,SKU111,257,282.5912857142858,211.0
2025-11-17,SKU112,44,43.16571589221412,28.0
2025-11-17,SKU113,68,67.91683704014442,66.0
2025-11-17,SKU114,245,277.21550793650806,261.0
2025-11-17,SKU115,31,41.76371934657423,30.0
2025-11-17,SKU116,159,176.77484920634916,200.0
2025-11-17,SKU117,43,60.869778597825686,52.0
2025-11-17,SKU118,33,42.096477208554774,33.0
2025-11-17,SKU119,69,76.11736936441059,80.0
2025-11-17,SKU120,59,79.91349350540092,64.0
2025-11-17,SKU121,81,83.5789232055317,62.0
2025-11-17,SKU122,78,101.94862763152763,81.0
2025-11-17,SKU123,69,82.43947874897755,63.0
2025-11-17,SKU124,57,71.39521955739185,65.0
2025-11-17,SKU125,38,53.48194300076127,43.0
2025-11-17,SKU126,145,140.79222960372962,156.0
2025-11-17,SKU127,185,191.77271918767514,206.0
2025-11-17,SKU128,130,127.14294108669107,138.0
2025-11-17,SKU129,67,83.15222016918896,72.0
2025-11-17,SKU130,208,212.21799253034547,209.0
2025-11-17,SKU131,9,8.22241351047651,7.0
2025-11-17,SKU132,83,84.24784095444946,62.0
2025-11-17,SKU133,47,71.88254977813023,57.0
2025-11-17,SKU134,22,24.908701896374133,24.0
2025-11-17,SKU135,63,79.07926207528172,64.0
2025-11-17,SKU136,19,18.064204677541873,26.0
2025-11-17,SKU137,19,20.334911486209943,15.0
2025-11-17,SKU138,42,52.05406124470317,44.0
2025-11-17,SKU139,153,159.54026791242813,138.0
2025-11-17,SKU140,68,88.15598656898659,84.0
2025-11-17,SKU141,81,82.94531774939365,68.0
2025-11-17,SKU142,56,53.401796061845616,41.0
2025-11-17,SKU143,124,149.99369505494508,141.0
2025-11-17,SKU144,29,40.135991529256245,27.0
2025-11-17,SKU145,303,333.0323005050505,303.0
2025-11-17,SKU146,39,54.140431111176156,54.0
2025-11-17,SKU147,93,95.44125382200386,79.0
2025-11-17,SKU148,56,80.52188961206492,53.0
2025-11-17,SKU149,139,145.09364743589742,160.0
2025-11-17,SKU150,36,56.07900544247107,39.0
2025-11-24,SKU001,14,23.664877356845633,23.0
2025-11-24,SKU002,155,130.31855555555555,136.0
2025-11-24,SKU003,80,69.88869493621488,53.0
2025-11-24,SKU004,76,70.31830579075351,53.0
2025-11-24,SKU005,123,110.1839286565746,97.0
2025-11-24,SKU006,120,112.93470269894242,127.0
2025-11-24,SKU007,56,62.64669197472511,45.0
2025-11-24,SKU008,148,139.34489056776553,124.0
2025-11-24,SKU009,109,107.33011415541688,129.0
2025-11-24,SKU010,28,38.308195033670046,33.0
2025-11-24,SKU011,25,20.65496741281598,16.0
2025-11-24,SKU012,116,116.50729150736483,105.0
2025-11-24,SKU013,50,41.72475038274901,30.0
2025-11-24,SKU014,105,99.31503208556153,93.0
2025-11-24,SKU015,156,110.69802506923489,107.0
2025-11-24,SKU016,133,106.53997023809521,125.0
2025-11-24,SKU017,101,88.87029166666666,94.0
2025-11-24,SKU018,25,25.003186222497643,21.0
2025-11-24,SKU019,129,126.44710739187711,122.0
2025-11-24,SKU020,45,43.90340224857986,41.0
2025-11-24,SKU021,25,22.523763037033632,21.0
2025-11-24,SKU022,286,271.7712500000001,237.0
2025-11-24,SKU023,160,189.5982341269841,150.0
2025-11-24,SKU024,23,21.48043271523037,19.0
2025-11-24,SKU025,89,98.37608026202275,84.0
2025-11-24,SKU026,106,104.8539231808121,94.0
2025-11-24,SKU027,49,67.56344879839658,55.0
2025-11-24,SKU028,24,25.707539813869772,21.0
2025-11-24,SKU029,80,97.68209209777152,74.0
2025-11-24,SKU030,24,24.07121425662303,23.0
2025-11-24,SKU031,241,241.95090873015886,241.0
2025-11-24,SKU032,44,44.30841685673182,35.0
2025-11-24,SKU033,144,148.27850000000007,126.0
2025-11-24,SKU034,243,201.64106349206352,190.0
2025-11-24,SKU035,160,145.70609386446887,118.0
2025-11-24,SKU036,53,46.34391073159291,37.0
2025-11-24,SKU037,64,64.60880451591484,53.0
2025-11-24,SKU038,56,63.4073468987878,40.0
2025-11-24,SKU039,39,43.242116158582284,36.0
2025-11-24,SKU040,83,76.12993605373389,82.0
2025-11-24,SKU041,159,126.3119702036685,128.0
2025-11-24,SKU042,58,67.72995019378769,56.0
2025-11-24,SKU043,62,76.63651476467435,64.0
2025-11-24,SKU044,25,17.70497522044168,17.0
2025-11-24,SKU045,56,50.29341641744031,33.0
2025-11-24,SKU046,15,17.071909522690557,12.0
2025-11-24,SKU047,90,107.47088511729812,98.0
2025-11-24,SKU048,205,211.8142579365079,200.0
2025-11-24,SKU049,64,65.06913223799542,57.0
2025-11-24,SKU050,117,109.8389110635741,104.0
2025-11-24,SKU051,303,294.35732539682544,287.0
2025-11-24,SKU052,19,21.607097026438236,16.0
2025-11-24,SKU053,249,215.00280555555554,214.0
2025-11-24,SKU054,60,66.6133554015429,53.0
2025-11-24,SKU055,74,75.6798488450705,71.0
2025-11-24,SKU056,137,111.77150296330652,122.0
2025-11-24,SKU057,34,47.10164584584323,34.0
2025-11-24,SKU058,217,209.50799603174607,213.0
2025-11-24,SKU059,78,105.11445024093581,79.0
2025-11-24,SKU060,94,91.16158697496195,71.0
2025-11-24,SKU061,160,153.75655271096286,133.0
2025-11-24,SKU062,60,59.15704971775108,52.0
2025-11-24,SKU063,53,62.88896914238009,44.0
2025-11-24,SKU064,125,109.24592716224741,105.0
2025-11-24,SKU065,23,13.385105600483401,16.0
2025-11-24,SKU066,153,168.00713445378153,179.0
2025-11-24,SKU067,74,76.5669422395415,79.0
2025-11-24,SKU068,81,94.9157699284464,68.0
2025-11-24,SKU069,92,102.99421051412357,85.0
2025-11-24,SKU070,230,252.04492460317465,201.0
2025-11-24,SKU071,115,104.58207762997233,86.0
2025-11-24,SKU072,133,130.55372857624832,132.0
2025-11-24,SKU073,143,127.0328325833523,113.0
2025-11-24,SKU074,136,105.87322467870854,101.0
2025-11-24,SKU075,54,46.728519001298984,54.0
2025-11-24,SKU076,47,48.43303455708308,37.0
2025-11-24,SKU077,134,110.05459208986622,125.0
2025-11-24,SKU078,245,200.50480555555558,208.0
2025-11-24,SKU079,103,100.53392631830192,98.0
2025-11-24,SKU080,34,40.11271016346621,34.0
2025-11-24,SKU081,146,112.37994997340708,96.0
2025-11-24,SKU082,39,35.77948151031975,34.0
2025-11-24,SKU083,124,112.67383411480749,101.0
2025-11-24,SKU084,78,83.08500508463008,66.0
2025-11-24,SKU085,338,319.1245714285714,338.0
2025-11-24,SKU086,120,116.01798901818731,92.0
2025-11-24,SKU087,45,45.92835557053665,42.0
2025-11-24,SKU088,43,33.04713369604926,23.0
2025-11-24,SKU089,72,77.02967632204397,51.0
2025-11-24,SKU090,113,104.24312446033498,85.0
2025-11-24,SKU091,70,61.15693273850421,58.0
2025-11-24,SKU092,71,74.17416792493572,53.0
2025-11-24,SKU093,116,107.2172429723587,104.0
2025-11-24,SKU094,338,334.7772132034632,340.0
2025-11-24,SKU095,664,638.4973333333335,614.0
2025-11-24,SKU096,73,84.05532881837661,87.0
2025-11-24,SKU097,42,37.81191200575024,36.0
2025-11-24,SKU098,343,335.395737012987,334.0
2025-11-24,SKU099,138,112.9460401239443,121.0
2025-11-24,SKU100,238,207.59194841269834,182.0
2025-11-24,SKU101,62,55.82503465014748,50.0
2025-11-24,SKU102,99,80.56451026936028,82.0
2025-11-24,SKU103,106,110.03024825139337,99.0
2025-11-24,SKU104,59,69.63909079070379,73.0
2025-11-24,SKU105,68,66.98490793275639,53.0
2025-11-24,SKU106,104,102.75502870087432,90.0
2025-11-24,SKU107,36,35.785782649686055,35.0
2025-11-24,SKU108,42,35.91076965975863,21.0
2025-11-24,SKU109,59,47.58185911364623,40.0
2025-11-24,SKU110,40,42.404671341114444,42.0
2025-11-24,SKU111,284,305.60353968253975,237.0
2025-11-24,SKU112,38,42.813878572926406,27.0
2025-11-24,SKU113,59,67.19676373436812,45.0
2025-11-24,SKU114,331,280.01340873015886,266.0
2025-11-24,SKU115,35,39.38357327049975,26.0
2025-11-24,SKU116,219,172.82300000000004,179.0
2025-11-24,SKU117,49,57.13283947909329,66.0
2025-11-24,SKU118,54,44.6728650349987,40.0
2025-11-24,SKU119,70,70.7130748715136,65.0
2025-11-24,SKU120,71,72.25691020733791,62.0
2025-11-24,SKU121,91,89.30139595764595,76.0
2025-11-24,SKU122,67,102.17404961930825,71.0
2025-11-24,SKU123,75,88.78740720270065,77.0
2025-11-24,SKU124,75,70.8774556488577,65.0
2025-11-24,SKU125,46,51.473723102577395,38.0
2025-11-24,SKU126,168,154.88459982174686,135.0
2025-11-24,SKU127,190,190.0926587301587,184.0
2025-11-24,SKU128,142,131.0146741108724,149.0
2025-11-24,SKU129,98,75.59411614530838,74.0
2025-11-24,SKU130,263,216.0319126984127,219.0
2025-11-24,SKU131,9,8.546448465717347,8.0
2025-11-24,SKU132,72,88.61763688338687,69.0
2025-11-24,SKU133,60,69.88575103479981,73.0
2025-11-24,SKU134,28,21.483404068092856,17.0
2025-11-24,SKU135,73,77.40529907569433,63.0
2025-11-24,SKU136,25,16.752857553392616,20.0
2025-11-24,SKU137,27,23.447920097797475,24.0
2025-11-24,SKU138,57,50.20036452604759,50.0
2025-11-24,SKU139,157,175.74190734755436,147.0
2025-11-24,SKU140,79,91.32953030058175,85.0
2025-11-24,SKU141,80,87.32245800980067,60.0
2025-11-24,SKU142,58,61.83963325787497,46.0
2025-11-24,SKU143,157,143.08014285714285,157.0
2025-11-24,SKU144,36,38.17610360086016,24.0
2025-11-24,SKU145,373,322.4835595238095,353.0
2025-11-24,SKU146,38,50.5704584647587,54.0
2025-11-24,SKU147,113,103.65318075221882,100.0
2025-11-24,SKU148,68,85.77406028789378,65.0
2025-11-24,SKU149,163,149.2789702933805,142.0
2025-11-24,SKU150,48,49.29976989660087,37.0
2025-12-01,SKU001,12,15.864886107983379,16.0
2025-12-01,SKU002,95,109.6850995830141,94.0
2025-12-01,SKU003,36,53.93457053288937,35.0
2025-12-01,SKU004,29,47.878972495389,29.0
2025-12-01,SKU005,61,81.83769921225205,62.0
2025-12-01,SKU006,77,90.37239670742966,54.0
2025-12-01,SKU007,36,40.64911617627515,29.0
2025-12-01,SKU008,98,105.805339546482,78.0
2025-12-01,SKU009,57,80.53814061722413,74.0
2025-12-01,SKU010,11,26.941140332146173,21.0
2025-12-01,SKU011,22,20.907852126431923,25.0
2025-12-01,SKU012,73,90.04601014914476,82.0
2025-12-01,SKU013,27,35.528234786631025,22.0
2025-12-01,SKU014,48,71.26224843472042,59.0
2025-12-01,SKU015,55,97.02143148477245,82.0
2025-12-01,SKU016,86,97.06686166068229,108.0
2025-12-01,SKU017,54,67.41681435409969,45.0
2025-12-01,SKU018,17,18.283987386700748,13.0
2025-12-01,SKU019,62,96.95565726698845,81.0
2025-12-01,SKU020,33,31.45042789114716,29.0
2025-12-01,SKU021,18,19.18078860447635,15.0
2025-12-01,SKU022,195,208.45860858585863,191.0
2025-12-01,SKU023,115,125.86141190001219,97.0
2025-12-01,SKU024,10,24.115416048038632,15.0
2025-12-01,SKU025,52,67.35600422328886,42.0
2025-12-01,SKU026,75,79.81570832355548,67.0
2025-12-01,SKU027,26,45.68286284640389,30.0
2025-12-01,SKU028,16,26.17269362357359,11.0
2025-12-01,SKU029,57,65.71631048759407,45.0
2025-12-01,SKU030,12,22.478884907038868,17.0
2025-12-01,SKU031,192,187.15309446109447,177.0
2025-12-01,SKU032,30,33.76432132236305,21.0
2025-12-01,SKU033,134,114.62853773743569,111.0
2025-12-01,SKU034,121,154.55146066281665,107.0
2025-12-01,SKU035,73,116.94927917162873,82.0
2025-12-01,SKU036,27,35.54128717397763,22.0
2025-12-01,SKU037,54,42.36817004469202,54.0
2025-12-01,SKU038,18,44.43734220578749,33.0
2025-12-01,SKU039,23,29.49406660427837,19.0
2025-12-01,SKU040,51,56.04511131930427,61.0
2025-12-01,SKU041,70,99.52008950975396,78.0
2025-12-01,SKU042,36,42.49762614379512,38.0
2025-12-01,SKU043,46,52.181831988265664,30.0
2025-12-01,SKU044,18,17.566996840722265,15.0
2025-12-01,SKU045,33,43.36185288935511,30.0
2025-12-01,SKU046,9,15.236621378531574,15.0
2025-12-01,SKU047,58,82.89797177366867,74.0
2025-12-01,SKU048,135,158.28116102189387,109.0
2025-12-01,SKU049,31,43.96298861459928,30.0
2025-12-01,SKU050,57,80.02755251671253,72.0
2025-12-01,SKU051,178,210.91325541125542,187.0
2025-12-01,SKU052,16,18.863919483158224,16.0
2025-12-01,SKU053,119,185.82459914268733,117.0
2025-12-01,SKU054,37,51.72996504050479,55.0
2025-12-01,SKU055,57,55.172156130365245,34.0
2025-12-01,SKU056,85,82.51611306579997,95.0
2025-12-01,SKU057,33,33.63226446327107,27.0
2025-12-01,SKU058,137,173.729126781715,114.0
2025-12-01,SKU059,68,66.28822452765024,58.0
2025-12-01,SKU060,47,64.15239361724277,47.0
2025-12-01,SKU061,95,120.11459423011718,98.0
2025-12-01,SKU062,38,41.49101831195093,27.0
2025-12-01,SKU063,42,46.896619704606344,50.0
2025-12-01,SKU064,96,88.06200372558031,64.0
2025-12-01,SKU065,11,13.785466630010326,14.0
2025-12-01,SKU066,102,131.54980220916704,77.0
2025-12-01,SKU067,47,53.92274481814082,47.0
2025-12-01,SKU068,45,72.86372701885247,56.0
2025-12-01,SKU069,56,67.12990337729258,45.0
2025-12-01,SKU070,213,194.80880555555552,189.0
2025-12-01,SKU071,83,97.04074068636015,75.0
2025-12-01,SKU072,79,104.17787347907539,77.0
2025-12-01,SKU073,84,103.66981265911926,89.0
2025-12-01,SKU074,71,85.33037014822236,84.0
2025-12-01,SKU075,33,37.02485788040879,35.0
2025-12-01,SKU076,28,35.85195098197901,42.0
2025-12-01,SKU077,63,84.8783099244968,62.0
2025-12-01,SKU078,133,166.90383621933623,104.0
2025-12-01,SKU079,53,77.1222911410502,56.0
2025-12-01,SKU080,42,28.98184753343287,34.0
2025-12-01,SKU081,74,100.60604311293042,67.0
2025-12-01,SKU082,18,28.980718437063214,17.0
2025-12-01,SKU083,64,80.42277514904714,80.0
2025-12-01,SKU084,56,63.622068784576285,34.0
2025-12-01,SKU085,186,226.24425,197.0
2025-12-01,SKU086,66,95.16191010402854,57.0
2025-12-01,SKU087,27,32.02057668746937,26.0
2025-12-01,SKU088,16,27.01365274001179,22.0
2025-12-01,SKU089,49,55.46246410500126,39.0
2025-12-01,SKU090,55,78.35085114765612,59.0
