sku_id,week_start,forecast
SKU047,2026-02-02,69.0
SKU047,2026-02-09,65.0
SKU048,2026-01-05,158.0
SKU048,2026-01-12,114.0
SKU048,2026-01-19,145.0
SKU048,2026-01-26,134.0
SKU048,2026-02-02,123.0
SKU048,2026-02-09,111.0
SKU049,2026-01-05,38.0
SKU049,2026-01-12,39.0
SKU049,2026-01-19,37.0
SKU049,2026-01-26,26.0
SKU049,2026-02-02,33.0
SKU049,2026-02-09,43.0
SKU050,2026-01-05,89.0
SKU050,2026-01-12,76.0
SKU050,2026-01-19,69.0
SKU050,2026-01-26,60.0
SKU050,2026-02-02,64.0
SKU050,2026-02-09,75.0
SKU051,2026-01-05,185.0
SKU051,2026-01-12,159.0
SKU051,2026-01-19,194.0
SKU051,2026-01-26,160.0
SKU051,2026-02-02,189.0
SKU051,2026-02-09,171.0
SKU052,2026-01-05,14.0
SKU052,2026-01-12,17.0
SKU052,2026-01-19,17.0
SKU052,2026-01-26,13.0
SKU052,2026-02-02,16.0
SKU052,2026-02-09,13.0
SKU053,2026-01-05,169.0
SKU053,2026-01-12,131.0
SKU053,2026-01-19,107.0
SKU053,2026-01-26,126.0
SKU053,2026-02-02,129.0
SKU053,2026-02-09,119.0
SKU054,2026-01-05,47.0
SKU054,2026-01-12,35.0
SKU054,2026-01-19,37.0
SKU054,2026-01-26,40.0
SKU054,2026-02-02,37.0
SKU054,2026-02-09,45.0
SKU055,2026-01-05,44.0
SKU055,2026-01-12,49.0
SKU055,2026-01-19,30.0
SKU055,2026-01-26,56.0
SKU055,2026-02-02,57.0
SKU055,2026-02-09,48.0
SKU056,2026-01-05,103.0
SKU056,2026-01-12,79.0
SKU056,2026-01-19,108.0
SKU056,2026-01-26,86.0
SKU056,2026-02-02,88.0
SKU056,2026-02-09,88.0
SKU057,2026-01-05,28.0
SKU057,2026-01-12,29.0
SKU057,2026-01-19,22.0
SKU057,2026-01-26,28.0
SKU057,2026-02-02,24.0
SKU057,2026-02-09,26.0
SKU058,2026-01-05,141.0
SKU058,2026-01-12,132.0
SKU058,2026-01-19,126.0
SKU058,2026-01-26,122.0
SKU058,2026-02-02,143.0
SKU058,2026-02-09,116.0
SKU059,2026-01-05,60.0
SKU059,2026-01-12,56.0
SKU059,2026-01-19,60.0
SKU059,2026-01-26,62.0
SKU059,2026-02-02,62.0
SKU059,2026-02-09,62.0
SKU060,2026-01-05,50.0
SKU060,2026-01-12,46.0
SKU060,2026-01-19,44.0
SKU060,2026-01-26,40.0
SKU060,2026-02-02,42.0
SKU060,2026-02-09,52.0
SKU061,2026-01-05,77.0
SKU061,2026-01-12,93.0
SKU061,2026-01-19,106.0
SKU061,2026-01-26,85.0
SKU061,2026-02-02,90.0
SKU061,2026-02-09,93.0
SKU062,2026-01-05,34.0
SKU062,2026-01-12,36.0
SKU062,2026-01-19,37.0
SKU062,2026-01-26,28.0
SKU062,2026-02-02,36.0
SKU062,2026-02-09,30.0
SKU063,2026-01-05,51.0
SKU063,2026-01-12,41.0
SKU063,2026-01-19,47.0
SKU063,2026-01-26,39.0
SKU063,2026-02-02,33.0
SKU063,2026-02-09,49.0
SKU064,2026-01-05,91.0
SKU064,2026-01-12,78.0
SKU064,2026-01-19,76.0
SKU064,2026-01-26,96.0
SKU064,2026-02-02,96.0
SKU064,2026-02-09,70.0
SKU065,2026-01-05,13.0
SKU065,2026-01-12,10.0
SKU065,2026-01-19,12.0
SKU065,2026-01-26,11.0
SKU065,2026-02-02,10.0
SKU065,2026-02-09,11.0
SKU066,2026-01-05,109.0
SKU066,2026-01-12,80.0
SKU066,2026-01-19,95.0
SKU066,2026-01-26,92.0
SKU066,2026-02-02,94.0
SKU066,2026-02-09,90.0
SKU067,2026-01-05,40.0
SKU067,2026-01-12,55.0
SKU067,2026-01-19,49.0
SKU067,2026-01-26,32.0
SKU067,2026-02-02,49.0
SKU067,2026-02-09,48.0
SKU068,2026-01-05,62.0
SKU068,2026-01-12,62.0
SKU068,2026-01-19,45.0
SKU068,2026-01-26,49.0
SKU068,2026-02-02,42.0
SKU068,2026-02-09,47.0
SKU069,2026-01-05,65.0
SKU069,2026-01-12,60.0
SKU069,2026-01-19,62.0
SKU069,2026-01-26,45.0
SKU069,2026-02-02,58.0
SKU069,2026-02-09,43.0
SKU070,2026-01-05,198.0
SKU070,2026-01-12,200.0
SKU070,2026-01-19,183.0
SKU070,2026-01-26,217.0
SKU070,2026-02-02,177.0
SKU070,2026-02-09,184.0
SKU071,2026-01-05,73.0
SKU071,2026-01-12,73.0
SKU071,2026-01-19,70.0
SKU071,2026-01-26,91.0
SKU071,2026-02-02,80.0
SKU071,2026-02-09,88.0
SKU072,2026-01-05,85.0
SKU072,2026-01-12,72.0
SKU072,2026-01-19,72.0
SKU072,2026-01-26,67.0
SKU072,2026-02-02,71.0
SKU072,2026-02-09,62.0
SKU073,2026-01-05,100.0
SKU073,2026-01-12,91.0
SKU073,2026-01-19,103.0
SKU073,2026-01-26,102.0
SKU073,2026-02-02,78.0
SKU073,2026-02-09,98.0
SKU074,2026-01-05,74.0
SKU074,2026-01-12,54.0
SKU074,2026-01-19,63.0
SKU074,2026-01-26,54.0
SKU074,2026-02-02,72.0
SKU074,2026-02-09,55.0
SKU075,2026-01-05,31.0
SKU075,2026-01-12,35.0
SKU075,2026-01-19,31.0
SKU075,2026-01-26,28.0
SKU075,2026-02-02,38.0
SKU075,2026-02-09,33.0
SKU076,2026-01-05,36.0
SKU076,2026-01-12,22.0
SKU076,2026-01-19,29.0
SKU076,2026-01-26,23.0
SKU076,2026-02-02,28.0
SKU076,2026-02-09,25.0
SKU077,2026-01-05,77.0
SKU077,2026-01-12,66.0
SKU077,2026-01-19,53.0
SKU077,2026-01-26,71.0
SKU077,2026-02-02,58.0
SKU077,2026-02-09,56.0
SKU078,2026-01-05,128.0
SKU078,2026-01-12,118.0
SKU078,2026-01-19,104.0
SKU078,2026-01-26,133.0
SKU078,2026-02-02,111.0
SKU078,2026-02-09,121.0
SKU079,2026-01-05,61.0
SKU079,2026-01-12,56.0
SKU079,2026-01-19,52.0
SKU079,2026-01-26,55.0
SKU079,2026-02-02,58.0
SKU079,2026-02-09,54.0
SKU080,2026-01-05,37.0
SKU080,2026-01-12,24.0
SKU080,2026-01-19,33.0
SKU080,2026-01-26,22.0
SKU080,2026-02-02,36.0
SKU080,2026-02-09,32.0
SKU081,2026-01-05,82.0
SKU081,2026-01-12,52.0
SKU081,2026-01-19,63.0
SKU081,2026-01-26,66.0
SKU081,2026-02-02,69.0
SKU081,2026-02-09,63.0
SKU082,2026-01-05,22.0
SKU082,2026-01-12,16.0
SKU082,2026-01-19,17.0
SKU082,2026-01-26,20.0
SKU082,2026-02-02,23.0
SKU082,2026-02-09,20.0
SKU083,2026-01-05,77.0
SKU083,2026-01-12,66.0
SKU083,2026-01-19,51.0
SKU083,2026-01-26,73.0
SKU083,2026-02-02,62.0
SKU083,2026-02-09,65.0
SKU084,2026-01-05,49.0
SKU084,2026-01-12,43.0
SKU084,2026-01-19,50.0
SKU084,2026-01-26,47.0
SKU084,2026-02-02,45.0
SKU084,2026-02-09,46.0
SKU085,2026-01-05,246.0
SKU085,2026-01-12,192.0
SKU085,2026-01-19,196.0
SKU085,2026-01-26,186.0
SKU085,2026-02-02,220.0
SKU085,2026-02-09,200.0
SKU086,2026-01-05,103.0
SKU086,2026-01-12,62.0
SKU086,2026-01-19,78.0
SKU086,2026-01-26,64.0
SKU086,2026-02-02,65.0
SKU086,2026-02-09,73.0
SKU087,2026-01-05,26.0
SKU087,2026-01-12,25.0
SKU087,2026-01-19,28.0
SKU087,2026-01-26,31.0
SKU087,2026-02-02,28.0
SKU087,2026-02-09,24.0
SKU088,2026-01-05,18.0
SKU088,2026-01-12,13.0
SKU088,2026-01-19,17.0
SKU088,2026-01-26,18.0
SKU088,2026-02-02,22.0
SKU088,2026-02-09,20.0
SKU089,2026-01-05,51.0
SKU089,2026-01-12,64.0
SKU089,2026-01-19,49.0
SKU089,2026-01-26,33.0
SKU089,2026-02-02,40.0
SKU089,2026-02-09,46.0
SKU090,2026-01-05,68.0
SKU090,2026-01-12,60.0
SKU090,2026-01-19,68.0
SKU090,2026-01-26,70.0
SKU090,2026-02-02,50.0
SKU090,2026-02-09,63.0
SKU091,2026-01-05,37.0
SKU091,2026-01-12,26.0
SKU091,2026-01-19,28.0
SKU091,2026-01-26,32.0
SKU091,2026-02-02,29.0
SKU091,2026-02-09,30.0
SKU092,2026-01-05,61.0
SKU092,2026-01-12,38.0
SKU092,2026-01-19,41.0
SKU092,2026-01-26,48.0
SKU092,2026-02-02,43.0
SKU092,2026-02-09,50.0
SKU093,2026-01-05,74.0
SKU093,2026-01-12,50.0
SKU093,2026-01-19,51.0
SKU093,2026-01-26,46.0
SKU093,2026-02-02,51.0
SKU093,2026-02-09,48.0
SKU094,2026-01-05,232.0
SKU094,2026-01-12,219.0
SKU094,2026-01-19,219.0
SKU094,2026-01-26,213.0
SKU094,2026-02-02,226.0
SKU094,2026-02-09,214.0
SKU095,2026-01-05,467.0
SKU095,2026-01-12,422.0
SKU095,2026-01-19,397.0
SKU095,2026-01-26,471.0
SKU095,2026-02-02,409.0
SKU095,2026-02-09,413.0
SKU096,2026-01-05,58.0
SKU096,2026-01-12,45.0
SKU096,2026-01-19,44.0
SKU096,2026-01-26,48.0
SKU096,2026-02-02,39.0
SKU096,2026-02-09,45.0
SKU097,2026-01-05,20.0
SKU097,2026-01-12,16.0
SKU097,2026-01-19,23.0
SKU097,2026-01-26,17.0
SKU097,2026-02-02,22.0
SKU097,2026-02-09,17.0
SKU098,2026-01-05,229.0
SKU098,2026-01-12,200.0
SKU098,2026-01-19,194.0
SKU098,2026-01-26,197.0
SKU098,2026-02-02,191.0
SKU098,2026-02-09,220.0
SKU099,2026-01-05,76.0
SKU099,2026-01-12,69.0
SKU099,2026-01-19,59.0
SKU099,2026-01-26,63.0
SKU099,2026-02-02,63.0
SKU099,2026-02-09,73.0
SKU100,2026-01-05,150.0
SKU100,2026-01-12,117.0
SKU100,2026-01-19,141.0
SKU100,2026-01-26,147.0
SKU100,2026-02-02,134.0
SKU100,2026-02-09,144.0
SKU101,2026-01-05,34.0
SKU101,2026-01-12,31.0
SKU101,2026-01-19,35.0
SKU101,2026-01-26,29.0
SKU101,2026-02-02,34.0
SKU101,2026-02-09,33.0
SKU102,2026-01-05,53.0
SKU102,2026-01-12,50.0
SKU102,2026-01-19,53.0
SKU102,2026-01-26,61.0
SKU102,2026-02-02,70.0
SKU102,2026-02-09,56.0
SKU103,2026-01-05,82.0
SKU103,2026-01-12,68.0
SKU103,2026-01-19,65.0
SKU103,2026-01-26,58.0
SKU103,2026-02-02,62.0
SKU103,2026-02-09,55.0
SKU104,2026-01-05,49.0
SKU104,2026-01-12,40.0
SKU104,2026-01-19,46.0
SKU104,2026-01-26,33.0
SKU104,2026-02-02,44.0
SKU104,2026-02-09,49.0
SKU105,2026-01-05,33.0
SKU105,2026-01-12,17.0
SKU105,2026-01-19,33.0
SKU105,2026-01-26,42.0
SKU105,2026-02-02,31.0
SKU105,2026-02-09,29.0
SKU106,2026-01-05,77.0
SKU106,2026-01-12,50.0
SKU106,2026-01-19,41.0
SKU106,2026-01-26,60.0
SKU106,2026-02-02,61.0
SKU106,2026-02-09,57.0
SKU107,2026-01-05,26.0
SKU107,2026-01-12,26.0
SKU107,2026-01-19,19.0
SKU107,2026-01-26,14.0
SKU107,2026-02-02,18.0
SKU107,2026-02-09,8.0
SKU108,2026-01-05,22.0
SKU108,2026-01-12,20.0
SKU108,2026-01-19,23.0
SKU108,2026-01-26,16.0
SKU108,2026-02-02,20.0
SKU108,2026-02-09,29.0
SKU109,2026-01-05,36.0
SKU109,2026-01-12,21.0
SKU109,2026-01-19,23.0
SKU109,2026-01-26,26.0
SKU109,2026-02-02,28.0
SKU109,2026-02-09,29.0
SKU110,2026-01-05,21.0
SKU110,2026-01-12,27.0
SKU110,2026-01-19,28.0
SKU110,2026-01-26,18.0
SKU110,2026-02-02,37.0
SKU110,2026-02-09,31.0
SKU111,2026-01-05,158.0
SKU111,2026-01-12,161.0
SKU111,2026-01-19,171.0
SKU111,2026-01-26,172.0
SKU111,2026-02-02,166.0
SKU111,2026-02-09,195.0
SKU112,2026-01-05,24.0
SKU112,2026-01-12,26.0
SKU112,2026-01-19,19.0
SKU112,2026-01-26,29.0
SKU112,2026-02-02,32.0
SKU112,2026-02-09,19.0
SKU113,2026-01-05,45.0
SKU113,2026-01-12,29.0
SKU113,2026-01-19,41.0
SKU113,2026-01-26,32.0
SKU113,2026-02-02,35.0
SKU113,2026-02-09,42.0
SKU114,2026-01-05,154.0
SKU114,2026-01-12,143.0
SKU114,2026-01-19,136.0
SKU114,2026-01-26,160.0
SKU114,2026-02-02,146.0
SKU114,2026-02-09,136.0
SKU115,2026-01-05,27.0
SKU115,2026-01-12,27.0
SKU115,2026-01-19,40.0
SKU115,2026-01-26,27.0
SKU115,2026-02-02,32.0
SKU115,2026-02-09,27.0
SKU116,2026-01-05,122.0
SKU116,2026-01-12,85.0
SKU116,2026-01-19,106.0
SKU116,2026-01-26,103.0
SKU116,2026-02-02,102.0
SKU116,2026-02-09,95.0
SKU117,2026-01-05,42.0
SKU117,2026-01-12,35.0
SKU117,2026-01-19,45.0
SKU117,2026-01-26,40.0
SKU117,2026-02-02,34.0
SKU117,2026-02-09,39.0
SKU118,2026-01-05,32.0
SKU118,2026-01-12,30.0
SKU118,2026-01-19,31.0
SKU118,2026-01-26,32.0
SKU118,2026-02-02,27.0
SKU118,2026-02-09,26.0
SKU119,2026-01-05,42.0
SKU119,2026-01-12,45.0
SKU119,2026-01-19,32.0
SKU119,2026-01-26,39.0
SKU119,2026-02-02,51.0
SKU119,2026-02-09,28.0
SKU120,2026-01-05,41.0
SKU120,2026-01-12,37.0
SKU120,2026-01-19,50.0
SKU120,2026-01-26,44.0
SKU120,2026-02-02,53.0
SKU120,2026-02-09,44.0
SKU121,2026-01-05,48.0
SKU121,2026-01-12,44.0
SKU121,2026-01-19,43.0
SKU121,2026-01-26,37.0
SKU121,2026-02-02,44.0
SKU121,2026-02-09,40.0
SKU122,2026-01-05,66.0
SKU122,2026-01-12,53.0
SKU122,2026-01-19,56.0
SKU122,2026-01-26,74.0
SKU122,2026-02-02,73.0
SKU122,2026-02-09,55.0
SKU123,2026-01-05,57.0
SKU123,2026-01-12,39.0
SKU123,2026-01-19,43.0
SKU123,2026-01-26,50.0
SKU123,2026-02-02,46.0
SKU123,2026-02-09,31.0
SKU124,2026-01-05,47.0
SKU124,2026-01-12,47.0
SKU124,2026-01-19,40.0
SKU124,2026-01-26,54.0
SKU124,2026-02-02,47.0
SKU124,2026-02-09,44.0
SKU125,2026-01-05,38.0
SKU125,2026-01-12,41.0
SKU125,2026-01-19,18.0
SKU125,2026-01-26,37.0
SKU125,2026-02-02,23.0
SKU125,2026-02-09,30.0
SKU126,2026-01-05,83.0
SKU126,2026-01-12,94.0
SKU126,2026-01-19,77.0
SKU126,2026-01-26,82.0
SKU126,2026-02-02,86.0
SKU126,2026-02-09,82.0
SKU127,2026-01-05,126.0
SKU127,2026-01-12,118.0
SKU127,2026-01-19,129.0
SKU127,2026-01-26,117.0
SKU127,2026-02-02,141.0
SKU127,2026-02-09,111.0
SKU128,2026-01-05,125.0
SKU128,2026-01-12,98.0
SKU128,2026-01-19,119.0
SKU128,2026-01-26,118.0
SKU128,2026-02-02,117.0
SKU128,2026-02-09,99.0
SKU129,2026-01-05,48.0
SKU129,2026-01-12,50.0
SKU129,2026-01-19,39.0
SKU129,2026-01-26,33.0
SKU129,2026-02-02,39.0
SKU129,2026-02-09,42.0
SKU130,2026-01-05,145.0
SKU130,2026-01-12,129.0
SKU130,2026-01-19,130.0
SKU130,2026-01-26,135.0
SKU130,2026-02-02,109.0
SKU130,2026-02-09,107.0
SKU131,2026-01-05,4.0
SKU131,2026-01-12,7.0
SKU131,2026-01-19,3.0
SKU131,2026-01-26,7.0
SKU131,2026-02-02,4.0
SKU131,2026-02-09,5.0
SKU132,2026-01-05,46.0
SKU132,2026-01-12,46.0
SKU132,2026-01-19,37.0
SKU132,2026-01-26,50.0
SKU132,2026-02-02,51.0
SKU132,2026-02-09,46.0
SKU133,2026-01-05,42.0
SKU133,2026-01-12,29.0
SKU133,2026-01-19,39.0
SKU133,2026-01-26,41.0
SKU133,2026-02-02,54.0
SKU133,2026-02-09,30.0
SKU134,2026-01-05,14.0
SKU134,2026-01-12,16.0
SKU134,2026-01-19,11.0
SKU134,2026-01-26,16.0
SKU134,2026-02-02,10.0
SKU134,2026-02-09,17.0
SKU135,2026-01-05,50.0
SKU135,2026-01-12,46.0
SKU135,2026-01-19,56.0
SKU135,2026-01-26,42.0
SKU135,2026-02-02,49.0
SKU135,2026-02-09,47.0
SKU136,2026-01-05,24.0
SKU136,2026-01-12,13.0
SKU136,2026-01-19,13.0
SKU136,2026-01-26,15.0
SKU136,2026-02-02,23.0
SKU136,2026-02-09,15.0
SKU137,2026-01-05,14.0
SKU137,2026-01-12,14.0
SKU137,2026-01-19,13.0
SKU137,2026-01-26,15.0
SKU137,2026-02-02,12.0
SKU137,2026-02-09,19.0
SKU138,2026-01-05,48.0
SKU138,2026-01-12,38.0
SKU138,2026-01-19,46.0
SKU138,2026-01-26,57.0
SKU138,2026-02-02,41.0
SKU138,2026-02-09,45.0
SKU139,2026-01-05,116.0
SKU139,2026-01-12,88.0
SKU139,2026-01-19,111.0
SKU139,2026-01-26,106.0
SKU139,2026-02-02,98.0
SKU139,2026-02-09,99.0
SKU140,2026-01-05,56.0
SKU140,2026-01-12,58.0
SKU140,2026-01-19,44.0
SKU140,2026-01-26,50.0
SKU140,2026-02-02,49.0
SKU140,2026-02-09,54.0
SKU141,2026-01-05,71.0
SKU141,2026-01-12,53.0
SKU141,2026-01-19,54.0
SKU141,2026-01-26,45.0
SKU141,2026-02-02,76.0
SKU141,2026-02-09,67.0
SKU142,2026-01-05,41.0
SKU142,2026-01-12,29.0
SKU142,2026-01-19,31.0
SKU142,2026-01-26,33.0
SKU142,2026-02-02,25.0
SKU142,2026-02-09,30.0
SKU143,2026-01-05,98.0
SKU143,2026-01-12,77.0
SKU143,2026-01-19,95.0
SKU143,2026-01-26,110.0
SKU143,2026-02-02,85.0
SKU143,2026-02-09,98.0
SKU144,2026-01-05,21.0
SKU144,2026-01-12,25.0
SKU144,2026-01-19,19.0
SKU144,2026-01-26,22.0
SKU144,2026-02-02,20.0
SKU144,2026-02-09,19.0
SKU145,2026-01-05,245.0
SKU145,2026-01-12,231.0
SKU145,2026-01-19,193.0
SKU145,2026-01-26,226.0
SKU145,2026-02-02,223.0
SKU145,2026-02-09,222.0
SKU146,2026-01-05,34.0
SKU146,2026-01-12,32.0
SKU146,2026-01-19,26.0
