date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-11-19,SKU001,1,8656.41,8656.41,0
2024-11-20,SKU001,3,27154.59,9051.53,1
2024-11-21,SKU001,3,27476.16,9158.72,1
2024-11-22,SKU001,3,25019.88,8339.96,1
2024-11-23,SKU001,2,17952.62,8976.31,1
2024-11-24,SKU001,3,27045.9,9015.3,1
2024-11-25,SKU001,4,33800.52,8450.13,1
2024-11-26,SKU001,6,53049.78,8841.63,1
2024-11-27,SKU001,2,18074.5,9037.25,1
2024-11-28,SKU001,5,43410.8,8682.16,1
2024-11-29,SKU001,3,25738.23,8579.41,1
2024-11-30,SKU001,1,8775.0,8775.0,1
2024-12-01,SKU001,2,17816.98,8908.49,0
2024-12-02,SKU001,2,17443.96,8721.98,0
2024-12-03,SKU001,1,8431.21,8431.21,0
2024-12-04,SKU001,1,8392.56,8392.56,0
2024-12-05,SKU001,4,35573.8,8893.45,0
2024-12-06,SKU001,3,25012.71,8337.57,0
2024-12-07,SKU001,3,26826.93,8942.31,0
2024-12-08,SKU001,2,18300.02,9150.01,0
2024-12-09,SKU001,1,8359.17,8359.17,0
2024-12-10,SKU001,1,8788.03,8788.03,0
2024-12-11,SKU001,3,25086.42,8362.14,0
2024-12-12,SKU001,2,17126.78,8563.39,0
2024-12-13,SKU001,1,9088.11,9088.11,0
2024-12-14,SKU001,5,45117.75,9023.55,0
2024-12-15,SKU001,5,43585.85,8717.17,0
2024-12-16,SKU001,1,8658.59,8658.59,0
2024-12-17,SKU001,0,0.0,8375.07,0
2024-12-18,SKU001,4,33789.44,8447.36,0
2024-12-19,SKU001,2,17541.5,8770.75,0
2024-12-20,SKU001,3,25331.46,8443.82,1
2024-12-21,SKU001,1,8818.43,8818.43,1
2024-12-22,SKU001,4,35451.44,8862.86,1
2024-12-23,SKU001,3,25527.36,8509.12,1
2024-12-24,SKU001,4,33880.76,8470.19,1
2024-12-25,SKU001,4,35827.4,8956.85,1
2024-12-26,SKU001,2,16804.08,8402.04,1
2024-12-27,SKU001,3,27609.66,9203.22,1
2024-12-28,SKU001,3,26521.32,8840.44,1
2024-12-29,SKU001,2,18382.18,9191.09,1
2024-12-30,SKU001,3,27142.2,9047.4,1
2024-12-31,SKU001,5,43095.1,8619.02,1
2025-01-01,SKU001,6,53820.54,8970.09,1
2025-01-02,SKU001,2,16847.12,8423.56,1
2025-01-03,SKU001,4,33620.48,8405.12,1
2025-01-04,SKU001,2,17136.32,8568.16,1
2025-01-05,SKU001,4,34512.2,8628.05,1
2025-01-06,SKU001,1,8552.0,8552.0,1
2025-01-07,SKU001,1,8801.88,8801.88,1
2025-01-08,SKU001,1,8739.49,8739.49,0
2025-01-09,SKU001,5,43154.4,8630.88,0
2025-01-10,SKU001,1,8659.09,8659.09,0
2025-01-11,SKU001,2,17102.86,8551.43,0
2025-01-12,SKU001,0,0.0,8701.3,0
2025-01-13,SKU001,1,8518.2,8518.2,0
2025-01-14,SKU001,6,54650.4,9108.4,0
2025-01-15,SKU001,3,24958.29,8319.43,0
2025-01-16,SKU001,2,17636.14,8818.07,0
2025-01-17,SKU001,2,17016.88,8508.44,0
2025-01-18,SKU001,6,51283.02,8547.17,0
2025-01-19,SKU001,3,25717.92,8572.64,0
2025-01-20,SKU001,0,0.0,8481.36,0
2025-01-21,SKU001,0,0.0,9162.12,0
2025-01-22,SKU001,3,25390.68,8463.56,0
2025-01-23,SKU001,3,26750.85,8916.95,0
2025-01-24,SKU001,2,18351.74,9175.87,0
2025-01-25,SKU001,1,8695.61,8695.61,0
2025-01-26,SKU001,3,27177.18,9059.06,0
2025-01-27,SKU001,1,8820.77,8820.77,0
2025-01-28,SKU001,1,8492.93,8492.93,0
2025-01-29,SKU001,2,17323.9,8661.95,0
2025-01-30,SKU001,2,16963.28,8481.64,0
2025-01-31,SKU001,2,17769.9,8884.95,0
2025-02-01,SKU001,3,27416.1,9138.7,0
2025-02-02,SKU001,3,26183.55,8727.85,0
2025-02-03,SKU001,1,8723.88,8723.88,0
2025-02-04,SKU001,3,25635.96,8545.32,0
2025-02-05,SKU001,1,8427.07,8427.07,0
2025-02-06,SKU001,2,18138.96,9069.48,0
2025-02-07,SKU001,1,8451.35,8451.35,0
2025-02-08,SKU001,2,18266.66,9133.33,0
2025-02-09,SKU001,3,27264.66,9088.22,0
2025-02-10,SKU001,2,16841.96,8420.98,0
2025-02-11,SKU001,5,44887.45,8977.49,0
2025-02-12,SKU001,3,25560.96,8520.32,0
2025-02-13,SKU001,2,17323.66,8661.83,0
2025-02-14,SKU001,3,26751.57,8917.19,0
2025-02-15,SKU001,1,9023.05,9023.05,0
2025-02-16,SKU001,6,55174.98,9195.83,0
2025-02-17,SKU001,0,0.0,8677.43,0
2025-02-18,SKU001,3,27569.46,9189.82,0
2025-02-19,SKU001,3,26557.65,8852.55,0
2025-02-20,SKU001,2,17007.82,8503.91,0
2025-02-21,SKU001,3,25858.68,8619.56,0
2025-02-22,SKU001,1,8663.04,8663.04,0
2025-02-23,SKU001,1,8981.95,8981.95,0
2025-02-24,SKU001,2,18209.44,9104.72,0
2025-02-25,SKU001,1,9008.64,9008.64,0
2025-02-26,SKU001,1,8329.7,8329.7,0
2025-02-27,SKU001,5,43554.85,8710.97,0
2025-02-28,SKU001,1,9106.84,9106.84,0
2025-03-01,SKU001,3,27548.79,9182.93,0
2025-03-02,SKU001,3,25489.02,8496.34,0
2025-03-03,SKU001,0,0.0,8413.59,0
2025-03-04,SKU001,0,0.0,9198.71,0
2025-03-05,SKU001,0,0.0,8424.81,0
2025-03-06,SKU001,5,43882.5,8776.5,0
2025-03-07,SKU001,2,17454.66,8727.33,0
2025-03-08,SKU001,2,16887.52,8443.76,0
2025-03-09,SKU001,2,17848.96,8924.48,0
2025-03-10,SKU001,1,8995.78,8995.78,0
2025-03-11,SKU001,1,8927.06,8927.06,0
2025-03-12,SKU001,3,26416.59,8805.53,0
2025-03-13,SKU001,3,26793.75,8931.25,0
2025-03-14,SKU001,2,17417.08,8708.54,0
2025-03-15,SKU001,1,8505.9,8505.9,0
2025-03-16,SKU001,2,18108.42,9054.21,0
2025-03-17,SKU001,3,26593.8,8864.6,0
2025-03-18,SKU001,4,33480.08,8370.02,0
2025-03-19,SKU001,3,26183.79,8727.93,0
2025-03-20,SKU001,2,17001.96,8500.98,0
2025-03-21,SKU001,0,0.0,8305.67,0
2025-03-22,SKU001,3,26459.13,8819.71,0
2025-03-23,SKU001,2,17741.7,8870.85,0
2025-03-24,SKU001,2,17981.84,8990.92,0
2025-03-25,SKU001,2,17975.42,8987.71,0
2025-03-26,SKU001,3,25593.72,8531.24,0
2025-03-27,SKU001,4,35528.12,8882.03,0
2025-03-28,SKU001,3,27170.97,9056.99,0
2025-03-29,SKU001,5,42740.6,8548.12,0
2025-03-30,SKU001,2,17523.0,8761.5,0
2025-03-31,SKU001,3,25811.04,8603.68,0
2025-04-01,SKU001,1,9072.96,9072.96,1
2025-04-02,SKU001,3,24972.78,8324.26,1
2025-04-03,SKU001,1,8897.24,8897.24,1
2025-04-04,SKU001,1,8354.75,8354.75,1
2025-04-05,SKU001,1,9071.4,9071.4,1
2025-04-06,SKU001,3,25109.94,8369.98,1
2025-04-07,SKU001,2,16932.78,8466.39,1
2025-04-08,SKU001,3,26702.85,8900.95,1
2025-04-09,SKU001,5,43149.25,8629.85,1
2025-04-10,SKU001,1,8623.12,8623.12,1
2025-04-11,SKU001,1,8701.62,8701.62,1
2025-04-12,SKU001,5,43669.9,8733.98,1
2025-04-13,SKU001,2,17014.0,8507.0,1
2025-04-14,SKU001,2,18098.78,9049.39,1
2025-04-15,SKU001,3,27420.48,9140.16,0
2025-04-16,SKU001,1,8993.97,8993.97,0
2025-04-17,SKU001,4,36289.2,9072.3,0
2025-04-18,SKU001,3,25331.4,8443.8,0
2025-04-19,SKU001,1,8963.96,8963.96,0
2025-04-20,SKU001,3,27540.99,9180.33,0
2025-04-21,SKU001,2,17006.76,8503.38,0
2025-04-22,SKU001,3,27243.36,9081.12,0
2025-04-23,SKU001,2,17727.3,8863.65,0
2025-04-24,SKU001,4,33539.88,8384.97,0
2025-04-25,SKU001,2,17468.48,8734.24,0
2025-04-26,SKU001,2,18137.2,9068.6,0
2025-04-27,SKU001,5,45520.85,9104.17,0
2025-04-28,SKU001,1,8443.0,8443.0,0
2025-04-29,SKU001,1,8563.88,8563.88,0
2025-04-30,SKU001,1,8679.21,8679.21,0
2025-05-01,SKU001,2,17719.58,8859.79,0
2025-05-02,SKU001,2,16635.2,8317.6,0
2025-05-03,SKU001,2,18073.3,9036.65,0
2025-05-04,SKU001,3,26310.57,8770.19,0
2025-05-05,SKU001,2,18023.68,9011.84,0
2025-05-06,SKU001,1,8848.04,8848.04,0
2025-05-07,SKU001,3,27431.85,9143.95,0
2025-05-08,SKU001,1,8706.82,8706.82,0
2025-05-09,SKU001,1,8608.74,8608.74,0
2025-05-10,SKU001,1,8713.66,8713.66,0
2025-05-11,SKU001,4,33693.4,8423.35,0
2025-05-12,SKU001,0,0.0,9158.62,0
2025-05-13,SKU001,1,8387.04,8387.04,0
2025-05-14,SKU001,4,35042.52,8760.63,0
2025-05-15,SKU001,2,18154.86,9077.43,0
2025-05-16,SKU001,3,25731.75,8577.25,0
2025-05-17,SKU001,0,0.0,8658.89,0
2025-05-18,SKU001,2,17828.68,8914.34,0
2025-05-19,SKU001,1,8620.09,8620.09,0
2025-05-20,SKU001,2,18149.7,9074.85,0
2025-05-21,SKU001,1,9117.71,9117.71,0
2025-05-22,SKU001,1,8751.65,8751.65,0
2025-05-23,SKU001,0,0.0,8520.43,0
2025-05-24,SKU001,1,9033.62,9033.62,0
2025-05-25,SKU001,5,42260.9,8452.18,0
2025-05-26,SKU001,2,17717.28,8858.64,0
2025-05-27,SKU001,0,0.0,9142.6,0
2025-05-28,SKU001,1,8402.88,8402.88,0
2025-05-29,SKU001,1,8334.78,8334.78,0
2025-05-30,SKU001,1,8646.96,8646.96,0
2025-05-31,SKU001,2,16772.34,8386.17,0
2025-06-01,SKU001,0,0.0,8487.62,0
2025-06-02,SKU001,5,45019.1,9003.82,0
2025-06-03,SKU001,6,54864.12,9144.02,0
2025-06-04,SKU001,0,0.0,9202.72,0
2025-06-05,SKU001,1,8897.56,8897.56,0
2025-06-06,SKU001,0,0.0,9000.44,0
2025-06-07,SKU001,3,25662.75,8554.25,0
2025-06-08,SKU001,1,8709.78,,0
2025-06-09,SKU001,1,8688.92,8688.92,0
2025-06-10,SKU001,3,25803.27,8601.09,0
2025-06-11,SKU001,2,17517.9,8758.95,0
2025-06-12,SKU001,1,8815.92,8815.92,0
2025-06-13,SKU001,2,18361.22,9180.61,0
2025-06-14,SKU001,4,33834.44,8458.61,0
2025-06-15,SKU001,4,35256.72,8814.18,0
2025-06-16,SKU001,1,8844.87,8844.87,0
2025-06-17,SKU001,1,8767.58,8767.58,0
2025-06-18,SKU001,2,18302.14,9151.07,0
2025-06-19,SKU001,2,17671.28,8835.64,0
2025-06-20,SKU001,2,16798.36,8399.18,0
2025-06-21,SKU001,5,42040.45,8408.09,0
2025-06-22,SKU001,4,34723.4,8680.85,0
2025-06-23,SKU001,2,17883.68,8941.84,0
2025-06-24,SKU001,0,0.0,8340.14,0
2025-06-25,SKU001,3,27487.89,9162.63,0
2025-06-26,SKU001,2,17188.36,8594.18,0
2025-06-27,SKU001,2,16719.8,8359.9,0
2025-06-28,SKU001,2,16965.92,8482.96,0
2025-06-29,SKU001,2,17233.9,8616.95,0
2025-06-30,SKU001,3,27532.17,9177.39,0
2025-07-01,SKU001,3,26077.56,8692.52,0
2025-07-02,SKU001,3,26437.53,8812.51,0
2025-07-03,SKU001,1,8763.46,8763.46,0
2025-07-04,SKU001,7,61650.75,8807.25,0
2025-07-05,SKU001,3,25424.91,8474.97,0
2025-07-06,SKU001,2,16779.28,8389.64,0
2025-07-07,SKU001,3,27548.04,9182.68,0
2025-07-08,SKU001,3,25022.52,8340.84,0
2025-07-09,SKU001,1,8309.55,8309.55,0
2025-07-10,SKU001,5,42991.15,8598.23,0
2025-07-11,SKU001,5,43262.15,8652.43,0
2025-07-12,SKU001,1,8564.67,8564.67,0
2025-07-13,SKU001,2,18270.0,9135.0,0
2025-07-14,SKU001,0,0.0,8365.63,0
2025-07-15,SKU001,1,8542.34,8542.34,0
2025-07-16,SKU001,2,17646.02,8823.01,0
2025-07-17,SKU001,2,18103.02,9051.51,0
2025-07-18,SKU001,1,8927.83,8927.83,0
2025-07-19,SKU001,3,25376.76,8458.92,0
2025-07-20,SKU001,0,0.0,8962.25,0
2025-07-21,SKU001,2,18167.62,9083.81,0
2025-07-22,SKU001,1,8326.61,8326.61,0
2025-07-23,SKU001,0,0.0,9075.76,0
2025-07-24,SKU001,2,18046.62,9023.31,0
2025-07-25,SKU001,3,27165.21,9055.07,0
2025-07-26,SKU001,0,0.0,8736.35,0
2025-07-27,SKU001,4,34544.36,8636.09,0
2025-07-28,SKU001,2,17161.86,8580.93,0
2025-07-29,SKU001,1,8440.52,8440.52,0
2025-07-30,SKU001,2,17863.06,8931.53,0
2025-07-31,SKU001,2,16625.88,8312.94,0
2025-08-01,SKU001,0,0.0,8993.27,0
2025-08-02,SKU001,1,8980.47,8980.47,0
2025-08-03,SKU001,0,0.0,,0
2025-08-04,SKU001,2,17684.92,8842.46,0
2025-08-05,SKU001,2,16834.06,8417.03,0
2025-08-06,SKU001,6,52841.82,8806.97,0
2025-08-07,SKU001,1,9146.46,9146.46,0
2025-08-08,SKU001,4,33608.04,8402.01,0
2025-08-09,SKU001,2,18292.06,9146.03,0
2025-08-10,SKU001,1,8996.04,8996.04,0
2025-08-11,SKU001,0,0.0,9117.87,0
2025-08-12,SKU001,1,8929.72,8929.72,0
2025-08-13,SKU001,5,44673.1,8934.62,0
2025-08-14,SKU001,6,50927.28,8487.88,0
2025-08-15,SKU001,3,26010.36,8670.12,0
2025-08-16,SKU001,5,44345.8,8869.16,0
2025-08-17,SKU001,2,17103.5,8551.75,0
2025-08-18,SKU001,3,26519.49,8839.83,0
2025-08-19,SKU001,3,26517.03,8839.01,0
2025-08-20,SKU001,3,26323.08,8774.36,0
2025-08-21,SKU001,1,8434.26,8434.26,0
2025-08-22,SKU001,1,9157.47,9157.47,0
2025-08-23,SKU001,2,17221.12,8610.56,0
2025-08-24,SKU001,4,35418.48,8854.62,0
2025-08-25,SKU001,2,18277.32,9138.66,0
2025-08-26,SKU001,3,27134.73,9044.91,0
2025-08-27,SKU001,1,8921.74,8921.74,0
2025-08-28,SKU001,3,27462.15,9154.05,0
2025-08-29,SKU001,4,33651.96,8412.99,0
2025-08-30,SKU001,1,9060.43,9060.43,0
2025-08-31,SKU001,1,8800.42,8800.42,0
2025-09-01,SKU001,1,8813.69,8813.69,0
2025-09-02,SKU001,3,27389.25,9129.75,0
2025-09-03,SKU001,6,55020.42,9170.07,0
2025-09-04,SKU001,3,26295.96,8765.32,0
2025-09-05,SKU001,2,17061.38,8530.69,0
2025-09-06,SKU001,3,25781.22,8593.74,0
2025-09-07,SKU001,2,17772.58,8886.29,0
2025-09-08,SKU001,3,25626.09,8542.03,0
2025-09-09,SKU001,1,8862.75,8862.75,0
2025-09-10,SKU001,4,33369.6,8342.4,0
2025-09-11,SKU001,0,0.0,8896.45,0
2025-09-12,SKU001,1,8808.51,8808.51,0
2025-09-13,SKU001,6,54847.56,9141.26,0
2025-09-14,SKU001,0,0.0,9060.03,0
2025-09-15,SKU001,0,0.0,8480.86,0
2025-09-16,SKU001,0,0.0,8707.11,0
2025-09-17,SKU001,1,8712.38,8712.38,0
2025-09-18,SKU001,4,34287.28,8571.82,0
2025-09-19,SKU001,1,8672.45,8672.45,0
2025-09-20,SKU001,5,41668.35,8333.67,0
2025-09-21,SKU001,1,8515.1,8515.1,0
2025-09-22,SKU001,4,36011.52,9002.88,0
2025-09-23,SKU001,2,18164.62,9082.31,0
2025-09-24,SKU001,6,52119.36,8686.56,0
2025-09-25,SKU001,2,17046.0,8523.0,0
2025-09-26,SKU001,0,0.0,8753.43,0
2025-09-27,SKU001,4,33976.32,8494.08,0
2025-09-28,SKU001,4,36336.64,9084.16,0
2025-09-29,SKU001,4,36276.76,9069.19,0
2025-09-30,SKU001,4,36567.8,9141.95,0
2025-10-01,SKU001,2,17017.96,8508.98,0
2025-10-02,SKU001,3,26246.88,8748.96,0
2025-10-03,SKU001,2,17648.14,8824.07,0
2025-10-04,SKU001,3,26193.45,8731.15,0
2025-10-05,SKU001,4,34453.36,8613.34,0
2025-10-06,SKU001,2,17662.34,8831.17,0
2025-10-07,SKU001,2,17822.52,8911.26,0
2025-10-08,SKU001,3,27287.16,9095.72,0
2025-10-09,SKU001,3,25002.54,8334.18,0
2025-10-10,SKU001,5,44728.55,8945.71,1
2025-10-11,SKU001,3,26656.32,8885.44,1
2025-10-12,SKU001,3,27246.06,9082.02,1
2025-10-13,SKU001,3,26422.56,8807.52,1
2025-10-14,SKU001,4,35895.68,8973.92,1
2025-10-15,SKU001,2,18222.44,9111.22,1
2025-10-16,SKU001,0,0.0,8574.86,1
2025-10-17,SKU001,3,25407.09,8469.03,1
2025-10-18,SKU001,3,27202.32,9067.44,1
2025-10-19,SKU001,4,33894.68,8473.67,1
2025-10-20,SKU001,2,17917.5,8958.75,1
2025-10-21,SKU001,7,62261.22,8894.46,1
2025-10-22,SKU001,2,16741.14,8370.57,1
2025-10-23,SKU001,5,45134.55,9026.91,1
2025-10-24,SKU001,1,8985.91,8985.91,1
2025-10-25,SKU001,4,33642.92,8410.73,1
2025-10-26,SKU001,1,8622.39,8622.39,0
2025-10-27,SKU001,2,17583.78,8791.89,0
2025-10-28,SKU001,3,26919.09,8973.03,0
2025-10-29,SKU001,4,35674.24,8918.56,0
2025-10-30,SKU001,3,26529.18,8843.06,0
2025-10-31,SKU001,1,8601.96,8601.96,0
2025-11-01,SKU001,2,16691.5,8345.75,0
2025-11-02,SKU001,2,16661.4,8330.7,0
2025-11-03,SKU001,2,17394.98,8697.49,0
2025-11-04,SKU001,3,27504.15,9168.05,0
2025-11-05,SKU001,3,27115.95,9038.65,0
2025-11-06,SKU001,2,17445.9,8722.95,0
2025-11-07,SKU001,4,34562.88,8640.72,0
2025-11-08,SKU001,0,0.0,9015.56,0
2025-11-09,SKU001,2,16988.44,8494.22,0
2025-11-10,SKU001,2,17996.04,8998.02,0
2025-11-11,SKU001,2,18081.86,9040.93,0
2025-11-12,SKU001,4,35920.88,8980.22,0
2025-11-13,SKU001,2,17183.96,8591.98,0
2025-11-14,SKU001,0,0.0,8679.66,0
2025-11-15,SKU001,1,8807.93,8807.93,0
2025-11-16,SKU001,1,8866.17,8866.17,0
2025-11-17,SKU001,1,8530.44,8530.44,0
2025-11-18,SKU001,1,8553.03,8553.03,0
2025-11-19,SKU001,2,16902.58,8451.29,0
2025-11-20,SKU001,2,17600.44,8800.22,1
2025-11-21,SKU001,1,9154.97,9154.97,1
2025-11-22,SKU001,1,8437.45,8437.45,1
2025-11-23,SKU001,6,53205.78,8867.63,1
2025-11-24,SKU001,3,27615.75,9205.25,1
2025-11-25,SKU001,3,27414.78,9138.26,1
2025-11-26,SKU001,3,26739.51,8913.17,1
2025-11-27,SKU001,2,18152.9,9076.45,1
2025-11-28,SKU001,0,0.0,8945.08,1
2025-11-29,SKU001,1,8450.54,8450.54,1
2025-11-30,SKU001,2,17845.26,8922.63,1
2025-12-01,SKU001,2,17683.3,8841.65,0
2025-12-02,SKU001,1,9101.29,9101.29,0
2025-12-03,SKU001,2,16765.38,8382.69,0
2025-12-04,SKU001,1,9195.82,9195.82,0
2025-12-05,SKU001,2,17122.36,8561.18,0
2025-12-06,SKU001,2,18339.42,9169.71,0
2025-12-07,SKU001,2,16877.44,8438.72,0
2025-12-08,SKU001,3,24947.46,8315.82,0
2025-12-09,SKU001,4,35358.96,8839.74,0
2025-12-10,SKU001,1,8594.45,8594.45,0
2025-12-11,SKU001,2,17457.34,8728.67,0
2025-12-12,SKU001,1,9145.24,9145.24,0
2025-12-13,SKU001,6,51337.92,8556.32,0
2025-12-14,SKU001,0,0.0,8852.45,0
2025-12-15,SKU001,0,0.0,8522.99,0
2025-12-16,SKU001,0,0.0,8800.66,0
2025-12-17,SKU001,1,9019.1,9019.1,0
2025-12-18,SKU001,2,17626.82,8813.41,0
2025-12-19,SKU001,2,18378.32,9189.16,0
2025-12-20,SKU001,3,26934.93,8978.31,1
2025-12-21,SKU001,2,16810.28,8405.14,1
2025-12-22,SKU001,1,8569.61,8569.61,1
2025-12-23,SKU001,6,51597.6,8599.6,1
2025-12-24,SKU001,3,26461.14,8820.38,1
2025-12-25,SKU001,2,18162.46,9081.23,1
2025-12-26,SKU001,3,25603.08,8534.36,1
2025-12-27,SKU001,4,33886.2,8471.55,1
2025-12-28,SKU001,7,62196.33,8885.19,1
2025-12-29,SKU001,3,26671.62,8890.54,1
2025-12-30,SKU001,4,33999.08,8499.77,1
2025-12-31,SKU001,3,27306.3,9102.1,1
2024-09-08,SKU002,18,98372.88,5465.16,0
2024-09-09,SKU002,20,116356.2,5817.81,0
2024-09-10,SKU002,15,83806.95,5587.13,0
2024-09-11,SKU002,9,53267.4,5918.6,0
2024-09-12,SKU002,17,94812.91,5577.23,0
2024-09-13,SKU002,13,78006.89,6000.53,0
2024-09-14,SKU002,15,82576.05,5505.07,0
2024-09-15,SKU002,14,77788.06,5556.29,0
2024-09-16,SKU002,22,132537.24,6024.42,0
2024-09-17,SKU002,17,99558.63,5856.39,0
2024-09-18,SKU002,12,66794.64,5566.22,0
2024-09-19,SKU002,21,117743.64,5606.84,0
2024-09-20,SKU002,16,91570.08,5723.13,0
2024-09-21,SKU002,17,99531.43,5854.79,0
2024-09-22,SKU002,12,66620.28,5551.69,0
2024-09-23,SKU002,12,68698.08,5724.84,0
2024-09-24,SKU002,10,57767.6,5776.76,0
2024-09-25,SKU002,9,54137.43,6015.27,0
2024-09-26,SKU002,13,71679.66,5513.82,0
2024-09-27,SKU002,12,66697.44,,0
2024-09-28,SKU002,18,107362.08,5964.56,0
2024-09-29,SKU002,11,63914.84,5810.44,0
2024-09-30,SKU002,12,66790.8,5565.9,0
