sku_id,week_start,units_sold,revenue,promo_flag,is_holiday,category,season,week_num,month,week_sin,week_cos,lag_1,lag_2,lag_4,lag_8,lag_13,lag_26,lag_52,rolling_mean_4,rolling_mean_8,rolling_std_8
SKU001,2025-02-17,13,114638.6,0,0,Furniture,Winter,8,2,0.8229838658936564,0.5680647467311559,22.0,13.0,12.0,21.0,16.0,21.0,,15.25,17.75,5.849297882163784
SKU001,2025-02-24,16,141247.28,0,0,Furniture,Winter,9,2,0.8854560256532099,0.4647231720437686,13.0,22.0,14.0,26.0,23.0,16.0,,15.5,16.75,5.897941529526577
SKU001,2025-03-03,11,96073.64,0,0,Furniture,Spring,10,3,0.9350162426854148,0.35460488704253557,16.0,13.0,13.0,11.0,16.0,11.0,,16.0,15.5,4.566962103755938
SKU001,2025-03-10,13,115164.58,0,0,Furniture,Spring,11,3,0.970941817426052,0.23931566428755804,11.0,16.0,22.0,23.0,18.0,14.0,,15.5,15.5,4.566962103755938
SKU001,2025-03-17,17,147460.46000000002,0,0,Furniture,Spring,12,3,0.992708874098054,0.120536680255323,13.0,11.0,13.0,12.0,15.0,15.0,,13.25,14.25,3.4537764010675964
SKU001,2025-03-24,21,184513.67,0,0,Furniture,Spring,13,3,1.0,-1.6081226496766364e-16,17.0,13.0,16.0,14.0,21.0,14.0,,14.25,14.875,3.4408263127170082
SKU001,2025-03-31,13,111290.11,1,0,Furniture,Spring,14,3,0.992708874098054,-0.12053668025532288,21.0,17.0,11.0,13.0,26.0,18.0,,15.5,15.75,4.026696625558688
SKU001,2025-04-07,19,164793.52000000002,1,0,Furniture,Spring,15,4,0.9709418174260521,-0.2393156642875575,13.0,21.0,13.0,22.0,11.0,19.0,,16.0,15.75,4.026696625558688
SKU001,2025-04-14,17,152638.78,1,0,Furniture,Spring,16,4,0.9350162426854148,-0.35460488704253545,19.0,13.0,17.0,13.0,23.0,13.0,,17.5,15.375,3.4615231989895525
SKU001,2025-04-21,20,176643.83,0,0,Furniture,Spring,17,4,0.8854560256532099,-0.4647231720437685,17.0,19.0,21.0,16.0,12.0,24.0,,17.5,15.875,3.356762896431196
SKU001,2025-04-28,12,104424.73999999999,0,0,Furniture,Spring,18,4,0.8229838658936565,-0.5680647467311557,20.0,17.0,13.0,11.0,14.0,18.0,,17.25,16.375,3.6620642110310264
SKU001,2025-05-05,13,114026.19,0,0,Furniture,Spring,19,5,0.7485107481711013,-0.663122658240795,12.0,20.0,19.0,13.0,13.0,12.0,,17.0,16.5,3.464101615137756
SKU001,2025-05-12,12,105144.85,0,0,Furniture,Spring,20,5,0.6631226582407952,-0.7485107481711012,13.0,12.0,17.0,17.0,22.0,18.0,,15.5,16.5,3.464101615137756
SKU001,2025-05-19,11,95933.67,0,0,Furniture,Spring,21,5,0.5680647467311558,-0.8229838658936564,12.0,13.0,20.0,21.0,13.0,16.0,,14.25,15.875,3.796144660799203
SKU001,2025-05-26,7,59874.24,0,0,Furniture,Spring,22,5,0.46472317204376906,-0.8854560256532096,11.0,12.0,12.0,13.0,16.0,23.0,,12.0,14.625,3.50255009141299
SKU001,2025-06-02,16,143153.31,0,0,Furniture,Summer,23,6,0.35460488704253584,-0.9350162426854147,7.0,11.0,13.0,19.0,11.0,16.0,,10.75,13.875,4.421942042651783
SKU001,2025-06-09,17,148278.39,0,0,Furniture,Summer,24,6,0.23931566428755768,-0.970941817426052,16.0,7.0,12.0,17.0,13.0,18.0,,11.5,13.5,4.035556254807296
SKU001,2025-06-16,17,147148.08,0,0,Furniture,Summer,25,6,0.12053668025532308,-0.992708874098054,17.0,16.0,11.0,20.0,17.0,15.0,,12.75,13.5,4.035556254807296
SKU001,2025-06-23,13,113479.55,0,0,Furniture,Summer,26,6,-3.216245299353273e-16,-1.0,17.0,17.0,7.0,12.0,21.0,21.0,,14.25,13.125,3.4408263127170065
SKU001,2025-06-30,22,192665.66,0,0,Furniture,Summer,27,6,-0.12053668025532283,-0.992708874098054,13.0,17.0,16.0,13.0,13.0,26.0,,15.75,13.25,3.4121631178560525
SKU001,2025-07-07,20,173968.08000000002,0,0,Furniture,Summer,28,7,-0.23931566428755743,-0.9709418174260521,22.0,13.0,17.0,12.0,19.0,11.0,,17.25,14.375,4.596194077712559
SKU001,2025-07-14,9,78595.97,0,0,Furniture,Summer,29,7,-0.3546048870425356,-0.9350162426854148,20.0,22.0,17.0,11.0,17.0,23.0,,18.0,15.375,4.8678977568791
SKU001,2025-07-21,12,106250.42,0,0,Furniture,Summer,30,7,-0.46472317204376806,-0.8854560256532101,9.0,20.0,13.0,7.0,20.0,12.0,,16.0,15.125,5.166858675387646
SKU001,2025-07-28,8,69071.79000000001,0,0,Furniture,Summer,31,7,-0.5680647467311556,-0.8229838658936565,12.0,9.0,22.0,16.0,12.0,14.0,4.0,15.75,15.75,4.267819784654188
SKU001,2025-08-04,18,157403.4,0,0,Furniture,Summer,32,8,-0.663122658240795,-0.7485107481711013,8.0,12.0,20.0,17.0,13.0,13.0,15.0,12.25,14.75,5.063877678504602
SKU001,2025-08-11,22,191989.76,0,1,Furniture,Summer,33,8,-0.7485107481711011,-0.6631226582407952,18.0,8.0,9.0,17.0,12.0,22.0,15.0,11.75,14.875,5.139135558215437
SKU001,2025-08-18,17,149590.93,0,0,Furniture,Summer,34,8,-0.8229838658936564,-0.5680647467311559,22.0,18.0,12.0,13.0,11.0,13.0,21.0,15.0,15.5,5.707138387268052
SKU001,2025-08-25,15,133308.75,0,0,Furniture,Summer,35,8,-0.8854560256532096,-0.4647231720437691,17.0,22.0,8.0,22.0,7.0,16.0,16.0,16.25,16.0,5.631543812693436
SKU001,2025-09-01,20,178134.5,0,0,Furniture,Autumn,36,9,-0.9350162426854147,-0.3546048870425359,15.0,17.0,18.0,20.0,16.0,11.0,11.0,18.0,15.125,5.083235752381127
SKU001,2025-09-08,15,131514.51,0,0,Furniture,Autumn,37,9,-0.970941817426052,-0.23931566428755774,20.0,15.0,22.0,9.0,17.0,13.0,14.0,18.5,15.125,5.083235752381127
SKU001,2025-09-15,12,101855.56,0,0,Furniture,Autumn,38,9,-0.992708874098054,-0.12053668025532357,15.0,20.0,17.0,12.0,17.0,17.0,15.0,16.75,15.875,4.454131308603926
SKU001,2025-09-22,22,193654.46,0,0,Furniture,Autumn,39,9,-1.0,-1.8369701987210297e-16,12.0,15.0,15.0,8.0,13.0,21.0,14.0,15.5,15.875,4.454131308603926
SKU001,2025-09-29,22,194404.35,0,0,Furniture,Autumn,40,9,-0.992708874098054,0.1205366802553232,22.0,12.0,20.0,18.0,22.0,13.0,18.0,17.25,17.625,3.5831949031954338
SKU001,2025-10-06,21,186405.49,1,0,Furniture,Autumn,41,10,-0.9709418174260521,0.23931566428755738,22.0,22.0,15.0,22.0,20.0,19.0,19.0,17.75,18.125,3.9074105418879603
SKU001,2025-10-13,19,167044.77,1,0,Furniture,Autumn,42,10,-0.9350162426854148,0.35460488704253557,21.0,22.0,12.0,17.0,9.0,17.0,13.0,19.25,18.0,3.7796447300922753
SKU001,2025-10-20,22,193305.63,1,1,Furniture,Autumn,43,10,-0.8854560256532101,0.464723172043768,19.0,21.0,22.0,15.0,12.0,20.0,24.0,21.0,18.25,3.770183777256188
SKU001,2025-10-27,17,148661.15,0,0,Furniture,Autumn,44,10,-0.822983865893657,0.5680647467311548,22.0,19.0,22.0,20.0,8.0,12.0,18.0,21.0,19.125,3.7201190457142284
SKU001,2025-11-03,16,141012.3,0,0,Furniture,Autumn,45,11,-0.7485107481711011,0.6631226582407952,17.0,22.0,21.0,15.0,18.0,13.0,12.0,19.75,18.75,3.7701837772561886
SKU001,2025-11-10,12,106856.84,0,0,Furniture,Autumn,46,11,-0.6631226582407955,0.7485107481711007,16.0,17.0,19.0,12.0,22.0,12.0,18.0,18.5,18.875,3.642506985972322
SKU001,2025-11-17,14,122384.69,1,0,Furniture,Autumn,47,11,-0.5680647467311559,0.8229838658936564,12.0,16.0,22.0,22.0,17.0,11.0,16.0,16.75,18.875,3.642506985972322
SKU001,2025-11-24,14,126218.73999999999,1,0,Furniture,Autumn,48,11,-0.4647231720437684,0.88545602565321,14.0,12.0,17.0,22.0,15.0,7.0,23.0,14.75,17.875,3.7583240945932292
SKU001,2025-12-01,12,105085.01,0,0,Furniture,Winter,49,12,-0.35460488704253595,0.9350162426854147,14.0,14.0,16.0,21.0,20.0,16.0,16.0,14.0,16.875,3.5632048174962634
SKU001,2025-12-08,17,146841.37,0,0,Furniture,Winter,50,12,-0.2393156642875578,0.970941817426052,12.0,14.0,12.0,19.0,15.0,17.0,18.0,13.0,15.75,3.4948942350643044
SKU001,2025-12-15,10,88769.45,1,0,Furniture,Winter,51,12,-0.12053668025532363,0.992708874098054,17.0,12.0,14.0,22.0,12.0,17.0,15.0,14.25,15.5,3.295017884191655
SKU001,2025-12-22,26,226476.41999999998,1,1,Furniture,Winter,52,12,6.432490598706546e-16,1.0,10.0,17.0,14.0,17.0,22.0,13.0,21.0,13.25,14.0,2.5634797778466196
SKU001,2025-12-29,10,87977.0,1,0,Furniture,Winter,1,12,0.12053668025532305,0.992708874098054,26.0,10.0,12.0,16.0,22.0,22.0,26.0,16.25,15.125,4.940720016932175
SKU002,2024-09-02,18,98372.88,0,0,Storage,Autumn,36,9,-0.9350162426854147,-0.3546048870425359,,,,,,,,,,0.0
SKU002,2024-09-09,103,586614.46,0,0,Storage,Autumn,37,9,-0.970941817426052,-0.23931566428755774,18.0,,,,,,,,,0.0
SKU002,2024-09-16,117,674355.94,0,0,Storage,Autumn,38,9,-0.992708874098054,-0.12053668025532357,103.0,18.0,,,,,,,,0.0
SKU002,2024-09-23,85,490257.13,0,0,Storage,Autumn,39,9,-1.0,-1.8369701987210297e-16,117.0,103.0,,,,,,,,0.0
SKU002,2024-09-30,111,642652.12,0,0,Storage,Autumn,40,9,-0.992708874098054,0.1205366802553232,85.0,117.0,18.0,,,,,80.75,,0.0
SKU002,2024-10-07,98,551554.59,0,0,Storage,Autumn,41,10,-0.9709418174260521,0.23931566428755738,111.0,85.0,103.0,,,,,104.0,,0.0
SKU002,2024-10-14,109,619803.27,1,0,Storage,Autumn,42,10,-0.9350162426854148,0.35460488704253557,98.0,111.0,117.0,,,,,102.75,,0.0
SKU002,2024-10-21,134,781354.87,1,0,Storage,Autumn,43,10,-0.8854560256532101,0.464723172043768,109.0,98.0,85.0,,,,,100.75,,0.0
SKU002,2024-10-28,143,839203.64,1,1,Storage,Autumn,44,10,-0.822983865893657,0.5680647467311548,134.0,109.0,111.0,18.0,,,,113.0,96.875,34.9098328350542
SKU002,2024-11-04,111,624874.49,1,0,Storage,Autumn,45,11,-0.7485107481711011,0.6631226582407952,143.0,134.0,98.0,103.0,,,,121.0,112.5,18.837652265002212
SKU002,2024-11-11,99,569820.28,0,0,Storage,Autumn,46,11,-0.6631226582407955,0.7485107481711007,111.0,143.0,109.0,117.0,,,,124.25,113.5,18.470052981593128
SKU002,2024-11-18,141,803177.6799999999,1,0,Storage,Autumn,47,11,-0.5680647467311559,0.8229838658936564,99.0,111.0,134.0,85.0,,,,121.75,111.25,19.069422045328412
SKU002,2024-11-25,136,771875.13,1,0,Storage,Autumn,48,11,-0.4647231720437684,0.88545602565321,141.0,99.0,143.0,111.0,,,,123.5,118.25,18.320558319627086
SKU002,2024-12-02,94,536964.09,0,0,Storage,Winter,49,12,-0.35460488704253595,0.9350162426854147,136.0,141.0,111.0,98.0,18.0,,,121.75,121.375,19.025828309357333
SKU002,2024-12-09,89,512707.39999999997,0,0,Storage,Winter,50,12,-0.2393156642875578,0.970941817426052,94.0,136.0,99.0,109.0,103.0,,,117.5,120.875,19.766042309259298
SKU002,2024-12-16,116,669126.29,1,0,Storage,Winter,51,12,-0.12053668025532363,0.992708874098054,89.0,94.0,141.0,134.0,117.0,,,115.0,118.375,22.551132375749372
SKU002,2024-12-23,151,860737.93,1,1,Storage,Winter,52,12,6.432490598706546e-16,1.0,116.0,89.0,136.0,143.0,85.0,,,108.75,116.125,21.64939788011271
SKU002,2024-12-30,151,883163.48,1,1,Storage,Winter,1,12,0.12053668025532305,0.992708874098054,151.0,116.0,94.0,111.0,111.0,,,112.5,117.125,23.197521419324094
SKU002,2025-01-06,117,665530.53,1,0,Storage,Winter,2,1,0.23931566428755774,0.970941817426052,151.0,151.0,89.0,99.0,98.0,,,126.75,122.125,25.848114051125663
SKU002,2025-01-13,70,404344.13,0,0,Storage,Winter,3,1,0.3546048870425356,0.9350162426854148,117.0,151.0,116.0,141.0,109.0,,,133.75,124.375,24.28366587999902
SKU002,2025-01-20,93,534769.9,0,0,Storage,Winter,4,1,0.4647231720437685,0.8854560256532099,70.0,117.0,151.0,136.0,134.0,,,122.25,115.5,29.70810375253575
SKU002,2025-01-27,92,525298.18,0,0,Storage,Winter,5,1,0.5680647467311558,0.8229838658936564,93.0,70.0,151.0,94.0,143.0,,,107.75,110.125,29.357099409074557
SKU002,2025-02-03,89,520925.08999999997,0,0,Storage,Winter,6,2,0.6631226582407952,0.7485107481711011,92.0,93.0,117.0,89.0,111.0,,,93.0,109.875,29.522086163219758
SKU002,2025-02-10,84,479656.94,0,0,Storage,Winter,7,2,0.7485107481711011,0.6631226582407953,89.0,92.0,70.0,116.0,99.0,,,86.0,109.875,29.522086163219758
SKU002,2025-02-17,81,463149.98000000004,0,0,Storage,Winter,8,2,0.8229838658936564,0.5680647467311559,84.0,89.0,93.0,151.0,141.0,,,89.5,105.875,30.71731712615168
SKU002,2025-02-24,86,492202.76,0,0,Storage,Winter,9,2,0.8854560256532099,0.4647231720437686,81.0,84.0,92.0,151.0,136.0,,,86.5,97.125,25.564693845782145
SKU002,2025-03-03,105,603306.06,0,0,Storage,Spring,10,3,0.9350162426854148,0.35460488704253557,86.0,81.0,89.0,117.0,94.0,18.0,,85.0,89.0,13.458932243787293
SKU002,2025-03-10,99,561710.42,0,0,Storage,Spring,11,3,0.970941817426052,0.23931566428755804,105.0,86.0,84.0,70.0,89.0,103.0,,89.0,87.5,10.155927192672133
SKU002,2025-03-17,91,520038.86,0,0,Storage,Spring,12,3,0.992708874098054,0.120536680255323,99.0,105.0,81.0,93.0,116.0,117.0,,92.75,91.125,7.954109450017474
SKU002,2025-03-24,81,458796.27,0,0,Storage,Spring,13,3,1.0,-1.6081226496766364e-16,91.0,99.0,86.0,92.0,151.0,85.0,,95.25,90.875,7.9181076382825655
SKU002,2025-03-31,156,897781.95,1,0,Storage,Spring,14,3,0.992708874098054,-0.12053668025532288,81.0,91.0,105.0,89.0,151.0,111.0,,94.0,89.5,8.618916073713354
SKU002,2025-04-07,139,795321.52,1,0,Storage,Spring,15,4,0.9709418174260521,-0.2393156642875575,156.0,81.0,99.0,84.0,117.0,98.0,,106.75,97.875,25.016780082862102
SKU002,2025-04-14,98,565860.9,1,0,Storage,Spring,16,4,0.9350162426854148,-0.35460488704253545,139.0,156.0,91.0,81.0,70.0,109.0,,116.75,104.75,28.034417622425682
SKU002,2025-04-21,103,604712.19,0,0,Storage,Spring,17,4,0.8854560256532099,-0.4647231720437685,98.0,139.0,81.0,86.0,93.0,134.0,,118.5,106.875,26.5837624984017
SKU002,2025-04-28,86,491897.87,0,0,Storage,Spring,18,4,0.8229838658936565,-0.5680647467311557,103.0,98.0,156.0,105.0,92.0,143.0,,124.0,109.0,25.326440164945637
SKU002,2025-05-05,100,567729.66,0,0,Storage,Spring,19,5,0.7485107481711013,-0.663122658240795,86.0,103.0,139.0,99.0,89.0,111.0,,106.5,106.625,26.613302259262323
SKU002,2025-05-12,68,386700.54000000004,0,0,Storage,Spring,20,5,0.6631226582407952,-0.7485107481711012,100.0,86.0,98.0,91.0,84.0,99.0,,96.75,106.75,26.57469257986413
SKU002,2025-05-19,104,592117.4,0,0,Storage,Spring,21,5,0.5680647467311558,-0.8229838658936564,68.0,100.0,103.0,81.0,81.0,141.0,,89.25,103.875,29.594582033106764
SKU002,2025-05-26,105,604939.11,0,0,Storage,Spring,22,5,0.46472317204376906,-0.8854560256532096,104.0,68.0,86.0,156.0,86.0,136.0,,89.5,106.75,28.13614858403433
SKU002,2025-06-02,114,668281.6699999999,0,0,Storage,Summer,23,6,0.35460488704253584,-0.9350162426854147,105.0,104.0,100.0,139.0,105.0,94.0,,94.25,100.375,19.978113024007044
SKU002,2025-06-09,88,504759.58,0,0,Storage,Summer,24,6,0.23931566428755768,-0.970941817426052,114.0,105.0,68.0,98.0,99.0,89.0,,97.75,97.25,14.190036746151957
SKU002,2025-06-16,99,576347.38,0,0,Storage,Summer,25,6,0.12053668025532308,-0.992708874098054,88.0,114.0,104.0,103.0,91.0,116.0,,102.75,96.0,14.550405001727123
SKU002,2025-06-23,107,610969.57,0,0,Storage,Summer,26,6,-3.216245299353273e-16,-1.0,99.0,88.0,105.0,86.0,81.0,151.0,,101.5,95.5,14.342743312012724
SKU002,2025-06-30,108,610078.09,0,0,Storage,Summer,27,6,-0.12053668025532283,-0.992708874098054,107.0,99.0,114.0,100.0,156.0,151.0,,102.0,98.125,14.277229623224727
SKU002,2025-07-07,100,583013.66,0,0,Storage,Summer,28,7,-0.23931566428755743,-0.9709418174260521,108.0,107.0,88.0,68.0,139.0,117.0,,100.5,99.125,14.701190427989156
SKU002,2025-07-14,99,567337.41,0,0,Storage,Summer,29,7,-0.3546048870425356,-0.9350162426854148,100.0,108.0,99.0,104.0,98.0,70.0,,103.5,103.125,7.717096048940392
SKU002,2025-07-21,111,634784.51,0,0,Storage,Summer,30,7,-0.46472317204376806,-0.8854560256532101,99.0,100.0,107.0,105.0,103.0,93.0,,103.5,102.5,7.837638128197257
SKU002,2025-07-28,96,549552.9,0,0,Storage,Summer,31,7,-0.5680647467311556,-0.8229838658936565,111.0,99.0,108.0,114.0,86.0,92.0,,104.5,103.25,8.379396500601084
SKU002,2025-08-04,119,691058.2,0,0,Storage,Summer,32,8,-0.663122658240795,-0.7485107481711013,96.0,111.0,100.0,88.0,100.0,89.0,,101.5,101.0,7.445036697597359
SKU002,2025-08-11,102,588374.63,0,1,Storage,Summer,33,8,-0.7485107481711011,-0.6631226582407952,119.0,96.0,99.0,99.0,68.0,84.0,,106.25,104.875,7.772432970808705
SKU002,2025-08-18,88,497691.06,0,0,Storage,Summer,34,8,-0.8229838658936564,-0.5680647467311559,102.0,119.0,111.0,107.0,104.0,81.0,,107.0,105.25,7.5166481891864505
SKU002,2025-08-25,77,438508.57,0,0,Storage,Summer,35,8,-0.8854560256532096,-0.4647231720437691,88.0,102.0,96.0,108.0,105.0,86.0,,101.25,102.875,9.59817691022623
SKU002,2025-09-01,94,549415.42,0,0,Storage,Autumn,36,9,-0.9350162426854147,-0.3546048870425359,77.0,88.0,119.0,100.0,114.0,105.0,18.0,96.5,99.0,12.917319491951215
SKU002,2025-09-08,97,552315.84,0,0,Storage,Autumn,37,9,-0.970941817426052,-0.23931566428755774,94.0,77.0,102.0,99.0,88.0,99.0,103.0,90.25,98.25,13.024701806293189
SKU002,2025-09-15,93,527929.61,0,0,Storage,Autumn,38,9,-0.992708874098054,-0.12053668025532357,97.0,94.0,88.0,111.0,99.0,91.0,117.0,89.0,98.0,13.027443560203423
SKU002,2025-09-22,104,588254.8200000001,0,0,Storage,Autumn,39,9,-1.0,-1.8369701987210297e-16,93.0,97.0,77.0,96.0,107.0,81.0,85.0,90.25,95.75,11.973184324027706
SKU002,2025-09-29,95,551828.34,0,0,Storage,Autumn,40,9,-0.992708874098054,0.1205366802553232,104.0,93.0,94.0,119.0,108.0,156.0,111.0,97.0,96.75,12.325930854445492
SKU002,2025-10-06,116,656303.19,1,0,Storage,Autumn,41,10,-0.9709418174260521,0.23931566428755738,95.0,104.0,97.0,102.0,100.0,139.0,98.0,97.25,93.75,8.44731571904015
SKU002,2025-10-13,139,795217.96,1,0,Storage,Autumn,42,10,-0.9350162426854148,0.35460488704253557,116.0,95.0,93.0,88.0,99.0,98.0,109.0,102.0,95.5,11.351526014467957
SKU002,2025-10-20,155,880228.8200000001,1,1,Storage,Autumn,43,10,-0.8854560256532101,0.464723172043768,139.0,116.0,104.0,77.0,111.0,103.0,134.0,113.5,101.875,18.56600195441734
SKU002,2025-10-27,107,623649.97,0,0,Storage,Autumn,44,10,-0.822983865893657,0.5680647467311548,155.0,139.0,95.0,94.0,96.0,86.0,143.0,126.25,111.625,23.469965609567595
SKU002,2025-11-03,98,575150.29,0,0,Storage,Autumn,45,11,-0.7485107481711011,0.6631226582407952,107.0,155.0,116.0,97.0,119.0,100.0,111.0,129.25,113.25,22.5055548698538
SKU002,2025-11-10,80,456895.45,0,0,Storage,Autumn,46,11,-0.6631226582407955,0.7485107481711007,98.0,107.0,139.0,93.0,102.0,68.0,99.0,124.75,113.375,22.404957997218897
SKU002,2025-11-17,108,611286.9199999999,1,0,Storage,Autumn,47,11,-0.5680647467311559,0.8229838658936564,80.0,98.0,155.0,104.0,88.0,104.0,141.0,110.0,111.75,24.470098370985646
SKU002,2025-11-24,155,888807.05,1,0,Storage,Autumn,48,11,-0.4647231720437684,0.88545602565321,108.0,80.0,107.0,95.0,77.0,105.0,136.0,98.25,112.25,24.32958222881296
SKU002,2025-12-01,95,542117.77,0,0,Storage,Winter,49,12,-0.35460488704253595,0.9350162426854147,155.0,108.0,98.0,116.0,94.0,114.0,94.0,110.25,119.75,27.316923064545275
SKU002,2025-12-08,89,505862.86,0,0,Storage,Winter,50,12,-0.2393156642875578,0.970941817426052,95.0,155.0,80.0,139.0,97.0,88.0,89.0,109.5,117.125,28.70260067858461
SKU002,2025-12-15,80,472310.31999999995,1,0,Storage,Winter,51,12,-0.12053668025532363,0.992708874098054,89.0,95.0,108.0,155.0,93.0,99.0,116.0,111.75,110.875,28.70260067858461
SKU002,2025-12-22,147,854418.24,1,1,Storage,Winter,52,12,6.432490598706546e-16,1.0,80.0,89.0,155.0,107.0,104.0,107.0,151.0,104.75,101.5,24.112830016996583
SKU002,2025-12-29,64,366328.48,1,0,Storage,Winter,1,12,0.12053668025532305,0.992708874098054,147.0,80.0,95.0,98.0,95.0,108.0,151.0,102.75,106.5,29.05659502222713
SKU003,2024-09-09,13,94121.07,0,0,Decor,Autumn,37,9,-0.970941817426052,-0.23931566428755774,,,,,,,,,,0.0
SKU003,2024-09-16,38,275320.81,0,0,Decor,Autumn,38,9,-0.992708874098054,-0.12053668025532357,13.0,,,,,,,,,0.0
