date,sku_id,units_sold,revenue,unit_price,promo_flag,category,subcategory,launch_date,unit_cost,list_price,base_demand,demand_class,week,month,season,is_holiday,promo_event,gross_margin_per_unit,gross_margin
2024-09-05,SKU001,2,17333.32,8666.66,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,36,9,Autumn,0,,4331.25,8662.5
2024-09-06,SKU001,1,9197.61,9197.61,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,36,9,Autumn,0,,4862.200000000001,4862.200000000001
2024-09-07,SKU001,3,27408.84,9136.28,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,36,9,Autumn,0,,4800.870000000001,14402.610000000002
2024-09-08,SKU001,1,8614.26,8614.26,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,36,9,Autumn,0,,4278.85,4278.85
2024-09-09,SKU001,4,36556.36,9139.09,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,37,9,Autumn,0,,4803.68,19214.72
2024-09-10,SKU001,2,18403.82,9201.91,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,37,9,Autumn,0,,4866.5,9733.0
2024-09-11,SKU001,1,8718.85,8718.85,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,37,9,Autumn,0,,4383.4400000000005,4383.4400000000005
2024-09-12,SKU001,0,0.0,8442.67,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,37,9,Autumn,0,,4107.26,0.0
2024-09-13,SKU001,3,26882.13,8960.71,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,37,9,Autumn,0,,4625.299999999999,13875.899999999998
2024-09-14,SKU001,3,27488.46,9162.82,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,37,9,Autumn,0,,4827.41,14482.23
2024-09-15,SKU001,1,8917.3,8917.3,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,37,9,Autumn,0,,4581.889999999999,4581.889999999999
2024-09-16,SKU001,1,8711.06,8711.06,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,38,9,Autumn,0,,4375.65,4375.65
2024-09-17,SKU001,5,45802.7,9160.54,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,38,9,Autumn,0,,4825.130000000001,24125.650000000005
2024-09-18,SKU001,2,17624.68,8812.34,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,38,9,Autumn,0,,4476.93,8953.86
2024-09-19,SKU001,3,26667.9,8889.3,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,38,9,Autumn,0,,4553.889999999999,13661.669999999998
2024-09-20,SKU001,1,8702.41,8702.41,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,38,9,Autumn,0,,4367.0,4367.0
2024-09-21,SKU001,1,8907.73,8907.73,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,38,9,Autumn,0,,4572.32,4572.32
2024-09-22,SKU001,2,17199.9,8599.95,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,38,9,Autumn,0,,4264.540000000001,8529.080000000002
2024-09-23,SKU001,2,17055.7,8527.85,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,39,9,Autumn,0,,4192.4400000000005,8384.880000000001
2024-09-24,SKU001,1,8553.55,8553.55,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,39,9,Autumn,0,,4218.139999999999,4218.139999999999
2024-09-25,SKU001,0,0.0,8561.11,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,39,9,Autumn,0,,4225.700000000001,0.0
2024-09-26,SKU001,2,17589.04,8794.52,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,39,9,Autumn,0,,4459.110000000001,8918.220000000001
2024-09-27,SKU001,3,26609.4,8869.8,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,39,9,Autumn,0,,4534.389999999999,13603.169999999998
2024-09-28,SKU001,3,24978.39,8326.13,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,39,9,Autumn,0,,3990.7199999999993,11972.159999999998
2024-09-29,SKU001,3,27450.21,9150.07,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,39,9,Autumn,0,,4814.66,14443.98
2024-09-30,SKU001,3,26627.61,8875.87,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,40,9,Autumn,0,,4540.460000000001,13621.380000000003
2024-10-01,SKU001,1,9129.06,9129.06,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,40,10,Autumn,0,,4793.65,4793.65
2024-10-02,SKU001,7,59654.14,8522.02,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,40,10,Autumn,0,,4186.610000000001,29306.270000000004
2024-10-03,SKU001,2,17668.26,8834.13,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,40,10,Autumn,0,,4498.719999999999,8997.439999999999
2024-10-04,SKU001,1,9041.84,9041.84,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,40,10,Autumn,0,,4706.43,4706.43
2024-10-05,SKU001,2,17217.2,8608.6,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,40,10,Autumn,0,,4273.1900000000005,8546.380000000001
2024-10-06,SKU001,2,18008.36,9004.18,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,40,10,Autumn,0,,4668.77,9337.54
2024-10-07,SKU001,0,0.0,8657.29,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,41,10,Autumn,0,,4321.880000000001,0.0
2024-10-08,SKU001,2,17373.68,8686.84,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,41,10,Autumn,0,,4351.43,8702.86
2024-10-09,SKU001,3,25289.22,8429.74,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,41,10,Autumn,0,,4094.33,12282.99
2024-10-10,SKU001,3,25218.39,8406.13,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,41,10,Autumn,0,,4070.7199999999993,12212.159999999998
2024-10-11,SKU001,2,17607.28,8803.64,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,41,10,Autumn,0,,4468.23,8936.46
2024-10-12,SKU001,6,53773.26,8962.21,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,41,10,Autumn,0,,4626.799999999999,27760.799999999996
2024-10-13,SKU001,3,25054.74,8351.58,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,41,10,Autumn,0,,4016.17,12048.51
2024-10-14,SKU001,4,34725.2,8681.3,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,42,10,Autumn,0,,4345.889999999999,17383.559999999998
2024-10-15,SKU001,3,27333.99,9111.33,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,42,10,Autumn,0,,4775.92,14327.76
2024-10-16,SKU001,1,8391.91,8391.91,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,42,10,Autumn,0,,4056.5,4056.5
2024-10-17,SKU001,1,8366.11,8366.11,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,42,10,Autumn,0,,4030.7000000000007,4030.7000000000007
2024-10-18,SKU001,0,0.0,8305.63,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,42,10,Autumn,0,,3970.2199999999993,0.0
2024-10-19,SKU001,2,17787.96,8893.98,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,42,10,Autumn,0,,4558.57,9117.14
2024-10-20,SKU001,2,18164.48,9082.24,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,42,10,Autumn,0,Festive Sale,4746.83,9493.66
2024-10-21,SKU001,3,25983.81,8661.27,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,43,10,Autumn,0,Festive Sale,4325.860000000001,12977.580000000002
2024-10-22,SKU001,4,34898.56,8724.64,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,43,10,Autumn,0,Festive Sale,4389.23,17556.92
2024-10-23,SKU001,2,17967.12,8983.56,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,43,10,Autumn,0,Festive Sale,4648.15,9296.3
2024-10-24,SKU001,1,8464.31,8464.31,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,43,10,Autumn,0,Festive Sale,4128.9,4128.9
2024-10-25,SKU001,4,35580.56,8895.14,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,43,10,Autumn,0,Festive Sale,4559.73,18238.92
2024-10-26,SKU001,5,42522.4,8504.48,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,43,10,Autumn,0,Festive Sale,4169.07,20845.35
2024-10-27,SKU001,5,44732.9,8946.58,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,43,10,Autumn,0,Festive Sale,4611.17,23055.85
2024-10-28,SKU001,0,0.0,8349.81,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,44,10,Autumn,0,Festive Sale,4014.3999999999996,0.0
2024-10-29,SKU001,3,26968.05,8989.35,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,44,10,Autumn,0,Festive Sale,4653.9400000000005,13961.820000000002
2024-10-30,SKU001,3,26328.96,8776.32,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,44,10,Autumn,0,Festive Sale,4440.91,13322.73
2024-10-31,SKU001,3,24918.39,8306.13,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,44,10,Autumn,1,Festive Sale,3970.7199999999993,11912.159999999998
2024-11-01,SKU001,3,27326.49,9108.83,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,44,11,Autumn,1,Festive Sale,4773.42,14320.26
2024-11-02,SKU001,3,25498.23,8499.41,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,44,11,Autumn,0,Festive Sale,4164.0,12492.0
2024-11-03,SKU001,3,25184.01,8394.67,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,44,11,Autumn,0,Festive Sale,4059.26,12177.78
2024-11-04,SKU001,2,16853.5,8426.75,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,45,11,Autumn,0,Festive Sale,4091.34,8182.68
2024-11-05,SKU001,3,25883.31,8627.77,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,45,11,Autumn,0,Festive Sale,4292.360000000001,12877.080000000002
2024-11-06,SKU001,2,18214.24,9107.12,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,45,11,Autumn,0,,4771.710000000001,9543.420000000002
2024-11-07,SKU001,1,8402.12,8402.12,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,45,11,Autumn,0,,4066.710000000001,4066.710000000001
2024-11-08,SKU001,0,0.0,8864.47,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,45,11,Autumn,0,,4529.0599999999995,0.0
2024-11-09,SKU001,1,8986.07,8986.07,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,45,11,Autumn,0,,4650.66,4650.66
2024-11-10,SKU001,3,26002.2,8667.4,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,45,11,Autumn,0,,4331.99,12995.97
2024-11-11,SKU001,4,36754.44,9188.61,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,46,11,Autumn,0,,4853.200000000001,19412.800000000003
2024-11-12,SKU001,3,25992.06,8664.02,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,46,11,Autumn,0,,4328.610000000001,12985.830000000002
2024-11-13,SKU001,1,8595.02,8595.02,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,46,11,Autumn,0,,4259.610000000001,4259.610000000001
2024-11-14,SKU001,1,9087.06,9087.06,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,46,11,Autumn,0,,4751.65,4751.65
2024-11-15,SKU001,2,17389.42,8694.71,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,46,11,Autumn,0,,4359.299999999999,8718.599999999999
2024-11-16,SKU001,4,34849.36,8712.34,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,46,11,Autumn,0,,4376.93,17507.72
2024-11-17,SKU001,3,25784.04,8594.68,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,46,11,Autumn,0,,4259.27,12777.810000000001
2024-11-18,SKU001,1,8390.6,8390.6,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,47,11,Autumn,0,,4055.1900000000005,4055.1900000000005
2024-11-19,SKU001,1,8656.41,8656.41,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,47,11,Autumn,0,,4321.0,4321.0
2024-11-20,SKU001,3,27154.59,9051.53,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,47,11,Autumn,0,Clearance,4716.120000000001,14148.360000000002
2024-11-21,SKU001,3,27476.16,9158.72,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,47,11,Autumn,0,Clearance,4823.3099999999995,14469.929999999998
2024-11-22,SKU001,3,25019.88,8339.96,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,47,11,Autumn,0,Clearance,4004.5499999999993,12013.649999999998
2024-11-23,SKU001,2,17952.62,8976.31,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,47,11,Autumn,0,Clearance,4640.9,9281.8
2024-11-24,SKU001,3,27045.9,9015.3,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,47,11,Autumn,0,Clearance,4679.889999999999,14039.669999999998
2024-11-25,SKU001,4,33800.52,8450.13,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,48,11,Autumn,0,Clearance,4114.719999999999,16458.879999999997
2024-11-26,SKU001,6,53049.78,8841.63,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,48,11,Autumn,0,Clearance,4506.219999999999,27037.319999999996
2024-11-27,SKU001,2,18074.5,9037.25,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,48,11,Autumn,0,Clearance,4701.84,9403.68
2024-11-28,SKU001,5,43410.8,8682.16,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,48,11,Autumn,0,Clearance,4346.75,21733.75
2024-11-29,SKU001,3,25738.23,8579.41,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,48,11,Autumn,0,Clearance,4244.0,12732.0
2024-11-30,SKU001,1,8775.0,8775.0,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,48,11,Autumn,0,Clearance,4439.59,4439.59
2024-12-01,SKU001,2,17816.98,8908.49,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,48,12,Winter,0,,4573.08,9146.16
2024-12-02,SKU001,2,17443.96,8721.98,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,49,12,Winter,0,,4386.57,8773.14
2024-12-03,SKU001,1,8431.21,8431.21,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,49,12,Winter,0,,4095.7999999999993,4095.7999999999993
2024-12-04,SKU001,1,8392.56,8392.56,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,49,12,Winter,0,,4057.1499999999996,4057.1499999999996
2024-12-05,SKU001,4,35573.8,8893.45,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,49,12,Winter,0,,4558.040000000001,18232.160000000003
2024-12-06,SKU001,3,25012.71,8337.57,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,49,12,Winter,0,,4002.16,12006.48
2024-12-07,SKU001,3,26826.93,8942.31,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,49,12,Winter,0,,4606.9,13820.699999999999
2024-12-08,SKU001,2,18300.02,9150.01,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,49,12,Winter,0,,4814.6,9629.2
2024-12-09,SKU001,1,8359.17,8359.17,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,50,12,Winter,0,,4023.76,4023.76
2024-12-10,SKU001,1,8788.03,8788.03,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,50,12,Winter,0,,4452.620000000001,4452.620000000001
2024-12-11,SKU001,3,25086.42,8362.14,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,50,12,Winter,0,,4026.7299999999996,12080.189999999999
2024-12-12,SKU001,2,17126.78,8563.39,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,50,12,Winter,0,,4227.98,8455.96
2024-12-13,SKU001,1,9088.11,9088.11,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,50,12,Winter,0,,4752.700000000001,4752.700000000001
2024-12-14,SKU001,5,45117.75,9023.55,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,50,12,Winter,0,,4688.139999999999,23440.699999999997
2024-12-15,SKU001,5,43585.85,8717.17,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,50,12,Winter,0,,4381.76,21908.800000000003
2024-12-16,SKU001,1,8658.59,8658.59,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,51,12,Winter,0,,4323.18,4323.18
2024-12-17,SKU001,0,0.0,8375.07,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,51,12,Winter,0,,4039.66,0.0
2024-12-18,SKU001,4,33789.44,8447.36,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,51,12,Winter,0,,4111.950000000001,16447.800000000003
2024-12-19,SKU001,2,17541.5,8770.75,0,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,51,12,Winter,0,,4435.34,8870.68
2024-12-20,SKU001,3,25331.46,8443.82,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,51,12,Winter,0,Year End Sale,4108.41,12325.23
2024-12-21,SKU001,1,8818.43,8818.43,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,51,12,Winter,0,Year End Sale,4483.02,4483.02
2024-12-22,SKU001,4,35451.44,8862.86,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,51,12,Winter,0,Year End Sale,4527.450000000001,18109.800000000003
2024-12-23,SKU001,3,25527.36,8509.12,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,52,12,Winter,0,Year End Sale,4173.710000000001,12521.130000000003
2024-12-24,SKU001,4,33880.76,8470.19,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,52,12,Winter,0,Year End Sale,4134.780000000001,16539.120000000003
2024-12-25,SKU001,4,35827.4,8956.85,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,52,12,Winter,1,Year End Sale,4621.4400000000005,18485.760000000002
2024-12-26,SKU001,2,16804.08,8402.04,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,52,12,Winter,0,Year End Sale,4066.630000000001,8133.260000000002
2024-12-27,SKU001,3,27609.66,9203.22,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,52,12,Winter,0,Year End Sale,4867.8099999999995,14603.429999999998
2024-12-28,SKU001,3,26521.32,8840.44,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,52,12,Winter,0,Year End Sale,4505.030000000001,13515.090000000002
2024-12-29,SKU001,2,18382.18,9191.09,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,52,12,Winter,0,Year End Sale,4855.68,9711.36
2024-12-30,SKU001,3,27142.2,9047.4,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,1,12,Winter,0,Year End Sale,4711.99,14135.97
2024-12-31,SKU001,5,43095.1,8619.02,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,1,12,Winter,0,Year End Sale,4283.610000000001,21418.050000000003
2025-01-01,SKU001,6,53820.54,8970.09,1,Furniture,Shelf,2024-08-04,4335.41,9027.35,1.7432415150387186,Low,1,1,Winter,1,New Year Sale,4634.68,27808.08
